Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Threshold,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Tm4,Curve Quality,Result Quality Issues
E1,false,WT1 (5ng),Pepck-1,Unknown,SYBR,20.118792335620583,0.9791323976972164,1.4783514541545544,Amp,false,0.3924918296296407,3,14,89.08157348632812,,,,,
E2,false,WT1 (5ng),Pepck-1,Unknown,SYBR,20.018897512482877,0.973725899079753,1.4874202452815628,Amp,false,0.3924918296296407,3,14,89.08157348632812,,,,,
E3,false,WT1 (5ng),Pepck-1,Unknown,SYBR,20.07776887203528,0.9768921688697481,1.482134200547527,Amp,false,0.3924918296296407,3,13,89.23860168457031,,,,,
E4,false,WT2 (5ng),Pepck-1,Unknown,SYBR,20.27877843711675,0.9845307693033877,1.477581509519995,Amp,false,0.3924918296296407,3,14,89.08055877685547,,,,,
E5,false,WT2 (5ng),Pepck-1,Unknown,SYBR,20.268884990471783,0.98086455791064,1.481937075360589,Amp,false,0.3924918296296407,3,14,89.37945556640625,,,,,
E6,false,WT2 (5ng),Pepck-1,Unknown,SYBR,20.127786809386073,0.9847798449041446,1.4861537421705266,Amp,false,0.3924918296296407,3,14,89.37945556640625,,,,,
F1,false,KD1 (5ng),Pepck-1,Unknown,SYBR,23.151112397799984,0.981944584645808,1.481850244718181,Amp,false,0.3924918296296407,3,17,88.76548767089844,,,,,
F2,false,KD1 (5ng),Pepck-1,Unknown,SYBR,22.996688374271415,0.9884797205318626,1.4949838552020716,Amp,false,0.3924918296296407,3,17,88.60743713378906,,,,,
F3,false,KD1 (5ng),Pepck-1,Unknown,SYBR,22.988617983249462,0.9863698820216583,1.4971283189588833,Amp,false,0.3924918296296407,3,17,88.92251586914062,,,,,
F4,false,KD2 (5ng),Pepck-1,Unknown,SYBR,22.04251950882388,0.9799222564569198,1.4980098940303912,Amp,false,0.3924918296296407,3,16,88.92251586914062,,,,,
F5,false,KD2 (5ng),Pepck-1,Unknown,SYBR,21.72710929070422,0.984152593618685,1.512502938077855,Amp,false,0.3924918296296407,3,15,89.06356048583984,,,,,
F6,false,KD2 (5ng),Pepck-1,Unknown,SYBR,21.889324493557126,0.977368716968997,1.505649563777324,Amp,false,0.3924918296296407,3,16,89.22151184082031,,,,,
F7,false,KD3 (5ng),Pepck-1,Unknown,SYBR,21.135281423344424,0.9776511380941213,1.4789955142940558,Amp,false,0.3924918296296407,3,15,89.38714599609375,,,,,
F8,false,KD3 (5ng),Pepck-1,Unknown,SYBR,20.744923813446626,0.9821530040967418,1.5069027495611604,Amp,false,0.3924918296296407,3,14,89.38714599609375,,,,,
F9,false,KD3 (5ng),Pepck-1,Unknown,SYBR,21.121241792861,0.974234985588383,1.488483003234946,Amp,false,0.3924918296296407,3,15,89.0908203125,,,,,
G1,false,WT3 (10ng),Pepck-1,Unknown,SYBR,20.76775283411861,0.9845845488511972,1.4727936062990463,Amp,false,0.3924918296296407,3,14,89.08157348632812,,,,,
G2,false,WT3 (10ng),Pepck-1,Unknown,SYBR,20.74929328692209,0.974869820677564,1.469872410445019,Amp,false,0.3924918296296407,3,14,88.92353057861328,,,,,
G3,false,WT3 (10ng),Pepck-1,Unknown,SYBR,Undetermined,0,,No Amp,false,0.3924918296296407,3,39,75.80529022216797,85.28762817382812,91.13506317138672,88.13232421875,,
G4,false,WT3 (5ng),Pepck-1,Unknown,SYBR,Undetermined,0,,No Amp,false,0.3924918296296407,3,39,76.75352478027344,72.64451599121094,92.87348937988281,65.21668243408203,,
G5,false,WT3 (5ng),Pepck-1,Unknown,SYBR,Undetermined,0,,No Amp,false,0.3924918296296407,3,39,84.48309326171875,75.3221664428711,80.06057739257812,72.32117462158203,,
G6,false,WT3 (5ng),Pepck-1,Unknown,SYBR,Undetermined,0,,No Amp,false,0.3924918296296407,3,39,70.89965057373047,82.27183532714844,75.6380615234375,78.95494842529297,,
G7,false,WT3 (2.5ng),Pepck-1,Unknown,SYBR,22.30759869760361,0.9891728594418779,1.4940822757240881,Amp,false,0.3924918296296407,3,16,89.38714599609375,,,,,
G8,false,WT3 (2.5ng),Pepck-1,Unknown,SYBR,22.307678430121136,0.9874867842849432,1.4968580414997423,Amp,false,0.3924918296296407,3,17,89.38714599609375,,,,,
G9,false,WT3 (2.5ng),Pepck-1,Unknown,SYBR,22.428449676098914,0.9787294663141546,1.4932865100713903,Amp,false,0.3924918296296407,3,16,89.24891662597656,,,,,
