"","go","cluster","parent","parentSimScore","score","size","term","parentTerm"
"GO:0016491","GO:0016491",1,"GO:0016491",0.958,6.13386933550637,108,"oxidoreductase activity","oxidoreductase activity"
"GO:0003824","GO:0003824",1,"GO:0016491",0.427,5.84347169285632,5,"catalytic activity","oxidoreductase activity"
