"","go","cluster","parent","parentSimScore","score","size","term","parentTerm"
"GO:0090528","GO:0090528",1,"GO:0090528",1,2.7391159704751,3,"smooth septate junction assembly","smooth septate junction assembly"
"GO:0120193","GO:0120193",1,"GO:0090528",0.837,2.7391159704751,0,"tight junction organization","smooth septate junction assembly"
"GO:0019991","GO:0019991",1,"GO:0090528",0.844,2.7391159704751,38,"septate junction assembly","smooth septate junction assembly"
"GO:0043297","GO:0043297",1,"GO:0090528",0.826,2.7391159704751,1,"apical junction assembly","smooth septate junction assembly"
"GO:0120192","GO:0120192",1,"GO:0090528",0.837,2.7391159704751,0,"tight junction assembly","smooth septate junction assembly"
"GO:0007043","GO:0007043",1,"GO:0090528",0.802,2.55380706465011,6,"cell-cell junction assembly","smooth septate junction assembly"
"GO:0045216","GO:0045216",1,"GO:0090528",0.775,2.2197041029201,6,"cell-cell junction organization","smooth septate junction assembly"
"GO:0061028","GO:0061028",2,"GO:0061028",1,2.20865097083352,2,"establishment of endothelial barrier","establishment of endothelial barrier"
