"","logFC","logCPM","F","PValue","FDR"
"FBgn0034512",3.62613044850012,5.40581175715182,56.7963973921458,0.000370288349998128,0.0416349619337731
"FBgn0052237",-10.8447848055175,2.40594793698089,83.1989038130537,0.000378892035643724,0.0416349619337731
"FBgn0053848",-2.44138010070101,5.23553325588025,55.270366710801,0.000397525528209631,0.0416349619337731
"FBgn0053845",-2.36140201166898,5.24563968104594,54.6976822754453,0.000408446684286374,0.0416349619337731
"FBgn0085455",2.69236000718639,4.68891382613219,54.6801463849696,0.00040878746820274,0.0416349619337731
"FBgn0034356",3.37899959474919,5.36486921529128,54.3422522460958,0.000415429757546463,0.0416349619337731
"FBgn0053860",-2.37436649908521,5.25407082183292,54.2646939582833,0.000416974973480023,0.0416349619337731
"FBgn0053857",-2.41261848996178,5.23224535352232,53.8364952911945,0.000425647655051501,0.0416349619337731
"FBgn0053812",-2.39953974073582,5.26220520824836,53.3127955401087,0.000436589806318786,0.0416349619337731
"FBgn0053842",-2.3646470537896,5.23437805129891,53.2980431847319,0.00043690352602382,0.0416349619337731
"FBgn0053851",-2.38683072646655,5.24325728317116,53.26860180268,0.000437530531284752,0.0416349619337731
"FBgn0051613",-2.38751869612955,5.23215264426611,52.8800894394535,0.00044591984544905,0.0416349619337731
"FBgn0266916",-10.8110867814962,2.3734430788044,77.0627205434028,0.000449257612139179,0.0416349619337731
"FBgn0053803",-2.36440338796981,5.22848038230867,52.4252335520569,0.00045602078505336,0.0416349619337731
"FBgn0053836",-2.39754170676774,5.23501825759351,52.2127207039534,0.000460846292310313,0.0416349619337731
"FBgn0053809",-2.38508598542413,5.24039691968041,51.8373484589466,0.000469540088615256,0.0416349619337731
"FBgn0053866",-2.3682846231802,5.25281796407611,51.4529779926714,0.000478673896073535,0.0416349619337731
"FBgn0024957",1.9682017040246,6.44625865579717,51.0947621588371,0.000487403998008089,0.0416349619337731
"FBgn0053815",-2.38879360773482,5.24369059655348,50.9840432104733,0.000490145900233516,0.0416349619337731
"FBgn0053833",-2.40050585001071,5.24233188334218,50.8293466307873,0.000494011961492958,0.0416349619337731
"FBgn0001179",-6.20549240131611,2.2833212622661,50.7447984343924,0.000496142381570209,0.0416349619337731
"FBgn0053830",-2.20985249970253,5.09972969366292,50.5860273650019,0.00050017676993616,0.0416349619337731
