"","AHH0020","AHH0021","AHH0027","AHH0023","AHH0024"
"FBgn0000541",65.7996650936181,51.0878908980201,80.8859232705724,69.855722475638,57.9405538356948
"FBgn0000542",19.7466620835935,8.13099426356569,13.3918701087997,12.8970441607659,11.2567791542955
"FBgn0000543",5.88342329202958,7.09141508831529,10.9857083288157,10.7018026014866,4.63014689742722
"FBgn0000546",43.2803552517118,27.7716151102609,34.1237488797727,52.3329907435335,43.5403722005771
"FBgn0000547",25.4272087103807,12.2521831368798,20.2457854820874,52.8818011333534,19.0728069444479
"FBgn0000552",0.338127775403999,0.668300898375263,0.486093288885651,0,0
"FBgn0000556",7392.28467699238,4701.57107572535,5055.12715776633,6505.59836092423,7052.81816349114
"FBgn0000557",7.30355994872637,4.15831670100163,1.92006849109832,16.5427131788548,8.19833349727939
"FBgn0000559",2392.79501542394,1312.65434789208,1653.22758016454,1683.20146557741,1412.23728212721
"FBgn0000560",1.014383326212,2.71033142118856,0.753444597772759,0,0
"FBgn0000562",32.7307686591071,30.4076908760744,35.436200759764,33.6734374896594,22.3011662490761
"FBgn0000564",0.608629995727197,0.779684381437806,0.534702617774216,0,0
"FBgn0000565",21.3696754055327,9.87600216487888,12.9300814843583,18.7379547381341,44.1775483791221
"FBgn0000566",93.9995215623116,82.3123939832198,72.2091580639635,45.4728608707857,82.49307591563
"FBgn0000567",25.4948342654615,15.6308154564436,12.6627301754712,26.1468950007018,14.4426600470207
"FBgn0000568",58.1579773694878,33.8605788510133,51.5744979507676,64.6812245144797,35.3420387032977
"FBgn0000575",30.7696275617639,27.0290585565106,25.5928116598295,28.577341012761,33.0906828724386
"FBgn0000576",3.24602664387839,2.56182011043851,1.70132651109978,2.35204452779926,4.1628843664942
"FBgn0000577",3.51652886420159,4.19544452868915,4.5935815799694,0.274405194909914,0
"FBgn0000578",19.7466620835935,20.3089217450705,18.9333336020961,26.1076942585718,18.2232387063879
"FBgn0000579",2019.09619804744,1023.2429310679,906.636897765072,1280.41384019179,994.122273765957
"FBgn0000581",24.2099487189263,30.1106682545743,41.026273581949,47.1192920402452,28.7578848583324
"FBgn0000588",4.59853774549438,5.94045243000233,3.15960637775673,3.72407050234883,1.78409329992609
"FBgn0000591",0,0.816812209125321,0.802053926661325,5.25289944541835,0
"FBgn0000592",36.9235530741166,30.6304578421995,16.7459138021107,35.5942738540288,13.8054838684757
"FBgn0000606",2.36689442782799,0.185639138437573,0.680530604439912,1.64643116945948,0
"FBgn0000611",47.4055141116406,37.9075120689524,32.4710316975615,45.0416527073558,49.9121339860274
"FBgn0000615",11.83447213914,43.5880697051421,79.8651273639125,7.56574323108762,10.5346461519445
"FBgn0000617",5.00429107597918,6.53449767300257,6.65947805773342,10.0745907274068,12.6585667470946
"FBgn0000618",3.71940552944398,6.49736984531505,5.97894745329351,2.19524155927931,18.0108466468729
"FBgn0000625",2.70502220323199,3.93554973487655,2.01728714887545,0,1.44426600470207
"FBgn0000629",10.5495865926048,7.61120467594049,12.0065042354756,7.40894026256767,6.45671860925631
"FBgn0000633",3.24602664387839,5.56917415312719,4.71510490219082,6.38972096718799,0.042478411903002
"FBgn0000635",45.3091219041358,32.969510986513,38.2312371708565,57.8602953838618,22.9808208395241
"FBgn0000636",57.1435940432758,34.4546240940135,41.6824995219446,41.8663925948268,60.5742153736809
"FBgn0000639",3.11077553371679,3.49001580262637,3.08669238442389,3.44966530743892,12.7435235709006
"FBgn0000640",22.2488076215831,16.6703946316941,7.09696201773051,4.4688846028186,1908.51256838998
"FBgn0000644",0.608629995727197,0.779684381437806,0.461788624441369,0,0
"FBgn0000658",9.80570548671596,4.15831670100163,8.19067191772322,17.5619324742345,9.21781538295144
"FBgn0000659",10.14383326212,18.1555077391946,25.9330769620495,37.2799057656183,34.0252079343046
"FBgn0000662",20.3552920793207,13.4402736228803,19.9298248443117,8.34975807368738,17.6285409397458
"FBgn0000667",898.405499248424,389.582295925091,586.42294371165,613.374012107917,268.038779107943
"FBgn0000709",12.8488554653519,11.8809048600047,13.9994867199068,18.0323413797943,11.7665200971316
"FBgn0000711",30.7020020066831,19.9376434681953,23.8671804842855,38.220723576738,42.266019843487
"FBgn0000715",1.55538776685839,0.556917415312719,1.6770218466555,0,0
"FBgn0000719",47.8112674421254,18.1555077391946,20.1485668243102,34.967061979949,21.451598011016
"FBgn0000721",68.3694361866885,55.3204632543967,58.1853666796125,62.7211874079803,37.0411751794178
"FBgn0000723",17.7178954311695,12.7348448968175,16.0653831976708,9.87858701675689,21.324162775307
"FBgn0000808",0.270502220323199,0.445533932250175,0.826358591105607,0,0
"FBgn0000810",8.72369660542316,10.7670700293792,12.4196835310284,6.58572467783793,6.3292833735473
"FBgn0000826",1.0820088812928,0.853940036812836,0,0,1.48674441660507
"FBgn0000927",1.1496344363736,1.33660179675053,0.996491242215585,0,0
"FBgn0000928",2.90789886847439,3.41576014725134,2.94086439775819,0,2.46374789037412
"FBgn0000964",3.04314997863599,4.60385063325181,5.07967486885506,0.0392007421299877,2.54870471418012
"FBgn0000996",10.4143354824432,8.13099426356569,13.0029954776912,10.7410033436166,13.9753975160877
"FBgn0001075",26.3739664815119,19.7520043297578,21.6554560198558,20.4627873918536,9.04790173533944
"FBgn0001077",1.014383326212,0.816812209125321,0.486093288885651,0,2.1239205951501
"FBgn0001078",15.0804987830183,12.7348448968175,10.5482243688186,15.2882894306952,21.36664118721
"FBgn0001079",4.26040997009038,3.00735404268868,2.45477110887254,1.99923784862937,3.95049230697919
"FBgn0001083",21.3696754055327,8.09386643587818,12.3224648732513,26.4213001956117,7.94346302586138
"FBgn0001084",1.89351554226239,3.824166251814,3.67000433108667,0,6.75406749257732
"FBgn0001085",4.46328663533278,6.05183591306488,4.15609761997232,5.80170983523818,8.66559602821242
"FBgn0001086",2.16401776258559,4.00980539025158,8.57954654883175,0,12.0638689804526
"FBgn0001087",19.2732831980279,17.3758233577568,17.1590930976635,25.1276757053221,7.51867890683136
"FBgn0001089",3.85465663960558,2.07915835050082,6.24629876218062,1.9208363643694,2.93101042130714
"FBgn0001090",54.3033207298822,23.019253166259,70.8967061839722,81.5375436303744,44.1350699672191
"FBgn0001091",2338.01831580849,1605.55578051888,1340.9612513844,1516.911917462,1341.04346377777
"FBgn0001092",3303.17023792166,1552.09170864886,1265.76261959379,1513.30544918604,1489.80286226209
"FBgn0001098",251.769941565817,680.627337167517,650.562953180111,304.080156702314,510.123248543152
"FBgn0001099",0.270502220323199,0.816812209125321,2.26033379331828,0,0
"FBgn0001104",14.3366176771295,14.1828301766306,15.4091572576751,16.9739213422847,20.899378656277
"FBgn0001105",113.543306980663,94.9729832246623,105.992641641516,128.61763492849,102.330494274332
"FBgn0001108",32.4602664387839,23.1677644770091,27.9017547820364,15.6802968519951,26.5490074393763
"FBgn0001112",3.58415441928239,1.89351921206324,7.58305530661616,5.7233083509782,2.63366153798613
"FBgn0001114",666.990849761928,308.903526360121,324.078395700064,491.890912247085,286.304496226234
"FBgn0001120",1.21725999145439,0.445533932250175,1.02079590665987,0,0.0849568238060041
"FBgn0001122",23.0603142825527,35.9397372015141,31.7905010931216,34.0262441688293,26.8463563226973
"FBgn0001123",42.4012230356614,32.4868492265753,24.6935390753911,31.94860483594,27.1012267941153
"FBgn0001124",152.360375597042,114.984882348233,101.180318081548,137.045794486437,113.587273428627
"FBgn0001125",368.69452630052,281.243294732923,200.975270289773,236.890084691516,215.450505172026
"FBgn0001128",825.099397540837,476.053006609312,457.729745479174,387.420934470668,928.280735316304
"FBgn0001133",4.66616330057518,6.94290377756523,6.10047077551492,4.74328979772851,4.84253895694223
"FBgn0001134",3.11077553371679,3.63852711337643,2.67351308887108,0.627211874079803,6.03193449022629
"FBgn0001137",12.7136043551903,8.98493430037853,8.31219523994464,2.97925640187906,2.88853200940414
"FBgn0001138",7.23593439364557,7.648332503628,5.2984168488536,5.13529721902839,20.984335480083
"FBgn0001139",20.0847898589975,20.4945608835081,30.8426191797946,26.1468950007018,18.0108466468729
"FBgn0001142",293.359657940509,110.603798681106,115.301328123676,336.734374896594,240.003027251962
"FBgn0001145",221.270816224377,207.878707222394,431.553621872681,238.379712892455,274.325584069587
"FBgn0001147",1.96114109734319,2.11628617818833,1.23953788665841,0,3.65314342365818
"FBgn0001148",0.676255550807997,1.2623461413755,0.413179295552804,0,2.67613994988913
"FBgn0001149",273.274868081512,492.500634274881,216.384427547448,287.38064055494,474.101555249406
"FBgn0001150",1.014383326212,0.853940036812836,0.826358591105607,0.0392007421299877,0
"FBgn0001168",74.9291150295261,41.1005052500786,64.0427908106846,127.87282082802,128.157368711357
"FBgn0001169",15.0128732279375,18.8980642929449,22.1172446442971,13.6026575191057,9.47268585436946
"FBgn0001170",1.42013665669679,3.63852711337643,1.04510057110415,0,6.62663225686832
"FBgn0001179",6.42442773267597,7.20279857137783,10.1107404088215,0.0784014842599754,0.127435235709006
"FBgn0001180",2.23164331766639,3.37863231956383,3.88874631108521,0,0
"FBgn0001185",6.76255550807997,8.83642298962847,6.53795473551201,10.0745907274068,7.13637319970434
"FBgn0001186",163.383341075212,69.0577594987771,92.7709041838265,287.851049460499,191.662594506345
"FBgn0001187",5.47766996154478,12.2521831368798,8.94411651549598,8.07535287877746,0
"FBgn0001189",18.4617765370583,19.9376434681953,19.4923408843146,17.6795347006244,32.2835930462816
"FBgn0001197",59.9162418015885,61.9292165827743,56.6784774840669,37.7503146711781,73.1478252969695
"FBgn0001202",7.43881105888797,6.16321939612742,9.18716315993881,2.50884749631921,17.9258898230669
"FBgn0001206",3.98990774976718,4.56672280556429,4.8852375533008,0.0392007421299877,1.10443870947805
"FBgn0001208",82.9089305290605,42.8083853237043,23.9400944776183,200.472595252757,63.8450530902121
"FBgn0001215",43.9566108025198,50.8279961042075,76.5839976639344,61.6235666283406,53.6077558215886
"FBgn0001216",1.96114109734319,2.52469228275099,3.98596496886234,0,0
"FBgn0001217",0.743881105888797,5.04938456550198,8.84689785771885,3.88087347086878,0
"FBgn0001218",391.281461697507,454.407483067491,410.481477799488,178.284975207184,418.030051537443
"FBgn0001220",104.81961037524,110.789437819544,144.029441496818,56.9978790570021,106.026116109893
"FBgn0001222",17.9883976514927,14.8882589026933,17.9611470243248,14.0338656825356,13.7205270446697
"FBgn0001224",2.70502220323199,9.02206212806604,13.3918701087997,8.23215584729741,2.54870471418012
"FBgn0001225",5.95104884711037,33.4150449187631,46.3489950952468,0.470408905559852,1.86905012373209
"FBgn0001226",6.08629995727197,33.9348345063883,69.0495516862068,11.7210218968663,8.2832903210854
"FBgn0001227",0.338127775403999,0.89106786450035,0.315960637775673,0,3.52570818794917
"FBgn0001228",0.676255550807997,1.11383483062544,1.06940523554843,0,2.0389637713441
"FBgn0001229",0.473378885565598,1.63362441825064,1.48258453110124,3.68486976021884,1.74161488802308
"FBgn0001230",46.3235052303478,46.7439350585809,53.761917750753,49.3145335995245,13.9753975160877
"FBgn0001233",251.634690455656,379.186504172587,389.603771041849,89.3384913142419,269.992786055481
"FBgn0001234",3384.59140623895,1774.56165215245,2486.56160996566,7246.8843946023,3321.51446193144
"FBgn0001235",55.2500785010134,60.7782539244614,58.7929832907195,143.004307290195,67.2858044543552
"FBgn0001247",30.5667508965215,25.6182011043851,29.7489092798019,15.0922857200453,16.3117101707528
"FBgn0001248",195.30260307335,186.121800197511,154.018658583419,323.249319603878,367.140914077647
"FBgn0001250",78.6485205589701,37.2020833428896,68.8065050417639,69.855722475638,33.6004238152746
"FBgn0001253",3.98990774976718,7.3884377098154,5.20119819107647,3.99847569725874,0
"FBgn0001254",2.56977109307039,1.5222409351881,2.30894312220684,3.92007421299877,1.74161488802308
"FBgn0001255",1.014383326212,1.22521831368798,0.899272584438455,0,0
"FBgn0001256",0.541004440646398,1.11383483062544,1.36106120887982,0,2.42126947847112
"FBgn0001257",31.3782575574911,34.343240610951,35.8250753908725,27.0485120696915,59.2149061927848
"FBgn0001258",607.818489066228,302.406156514806,361.386055622037,302.629729243505,258.396179605961
"FBgn0001259",5.20716774122158,5.53204632543967,4.47205825774799,0,4.88501736884523
"FBgn0001263",0.946757771131196,2.15341400587585,2.33324778665113,0,0
"FBgn0001269",6.01867440219118,5.68055763618973,6.4164314132906,6.42892170931798,0.042478411903002
"FBgn0001276",4.93666552089838,4.19544452868915,2.35755245109541,5.88011131949815,4.84253895694223
"FBgn0001280",16.0948821092303,27.3632090056983,18.7632009509861,14.8178805251353,17.5011057040368
"FBgn0001281",0.811506660969597,2.85884273193862,1.99298248443117,0,0
"FBgn0001285",2.02876665242399,11.8437770323172,15.2147199421209,354.413909597219,1942.87760361951
"FBgn0001291",13.4574854610791,14.7768754196308,17.9368423598805,23.5988467622526,7.90098461395838
"FBgn0001296",4.12515885992878,2.33905314431342,3.81583231775236,8.62416326859729,3.22835930462816
