Frame,ObjectID,X,Y,Width,Height
465,4,631,207,22,22
465,5,647,206,20,20
466,1,802,658,20,20
466,2,825,639,20,20
466,3,718,323,20,20
466,4,631,207,22,22
466,5,647,206,20,20
467,1,801,657,20,20
467,2,824,639,20,20
467,3,718,324,20,20
467,4,631,208,22,22
467,5,647,206,20,20
468,1,801,657,20,20
468,2,824,638,20,20
468,3,718,324,20,20
468,4,631,207,22,22
468,5,647,206,20,20
469,1,800,656,20,20
469,2,824,638,20,20
469,3,718,323,20,20
469,4,631,208,22,22
469,5,647,206,20,20
470,1,800,657,20,20
470,2,824,638,20,20
470,3,718,323,20,20
470,4,631,208,22,22
470,5,647,206,20,20
471,1,800,657,20,20
471,2,825,639,20,20
471,3,718,323,20,20
471,4,631,208,22,22
471,5,648,206,20,20
472,1,800,656,20,20
472,2,825,639,20,20
472,3,718,323,20,20
472,4,632,207,22,22
472,5,648,206,20,20
473,1,800,656,20,20
473,2,825,638,20,20
473,3,718,323,20,20
473,4,631,208,22,22
473,5,647,206,20,20
474,1,799,655,20,20
474,2,825,639,20,20
474,3,718,323,20,20
474,4,631,208,22,22
474,5,647,206,20,20
475,1,798,656,20,20
475,2,825,639,20,20
475,3,718,323,20,20
475,4,631,208,22,22
475,5,647,206,20,20
476,1,798,656,20,20
476,2,825,639,20,20
476,3,718,323,20,20
476,4,631,207,22,22
476,5,647,206,20,20
477,1,798,655,20,20
477,2,825,638,20,20
477,3,718,323,20,20
477,4,631,207,22,22
477,5,648,206,20,20
478,1,797,655,20,20
478,2,825,638,20,20
478,3,718,324,20,20
478,4,631,208,22,22
478,5,648,206,20,20
479,1,797,655,20,20
479,2,825,639,20,20
479,3,718,324,20,20
479,4,631,208,22,22
479,5,648,206,20,20
480,1,797,655,20,20
480,2,825,639,20,20
480,3,718,323,20,20
480,4,631,208,22,22
480,5,647,206,20,20
481,1,797,654,20,20
481,2,825,639,20,20
481,3,718,323,20,20
481,4,632,208,22,22
481,5,648,206,20,20
482,1,797,655,20,20
482,2,824,638,20,20
482,3,719,323,20,20
482,4,631,208,22,22
482,5,647,206,20,20
483,1,797,655,20,20
483,2,824,638,20,20
483,3,718,323,20,20
483,4,631,208,22,22
483,5,648,206,20,20
484,1,797,654,20,20
484,2,824,639,20,20
484,3,718,323,20,20
484,4,631,207,22,22
484,5,648,205,20,20
485,1,797,654,20,20
485,2,824,639,20,20
485,3,718,323,20,20
485,4,631,207,22,22
485,5,647,205,20,20
486,1,796,654,20,20
486,2,825,639,20,20
486,3,718,323,20,20
486,4,631,207,22,22
486,5,647,206,20,20
