Frame,ObjectID,X,Y,Width,Height
232,5,654,204,20,20
233,1,804,660,20,20
233,2,822,638,20,20
233,3,716,325,20,20
233,4,638,212,22,22
233,5,654,204,20,20
234,1,803,660,20,20
234,2,822,638,20,20
234,3,716,325,20,20
234,4,638,212,22,22
234,5,655,205,20,20
235,1,803,659,20,20
235,2,822,638,20,20
235,3,716,325,20,20
235,4,638,212,22,22
235,5,655,205,20,20
236,1,803,660,20,20
236,2,821,639,20,20
236,3,716,325,20,20
236,4,638,212,22,22
236,5,655,205,20,20
237,1,803,660,20,20
237,2,821,639,20,20
237,3,715,325,20,20
237,4,638,212,22,22
237,5,655,205,20,20
238,1,804,659,20,20
238,2,822,638,20,20
238,3,715,325,20,20
238,4,637,212,22,22
238,5,654,205,20,20
239,1,803,660,20,20
239,2,821,638,20,20
239,3,715,325,20,20
239,4,638,212,22,22
239,5,655,205,20,20
240,1,803,660,20,20
240,2,821,638,20,20
240,3,716,325,20,20
240,4,638,212,22,22
240,5,654,205,20,20
241,1,803,660,20,20
241,2,821,638,20,20
241,3,716,325,20,20
241,4,637,212,22,22
241,5,654,205,20,20
242,1,803,660,20,20
242,2,821,638,20,20
242,3,715,324,20,20
242,4,637,212,22,22
242,5,654,205,20,20
243,1,804,659,20,20
243,2,822,638,20,20
243,3,715,325,20,20
243,4,637,212,22,22
243,5,654,205,20,20
244,1,803,660,20,20
244,2,822,639,20,20
244,3,715,324,20,20
244,4,637,212,22,22
244,5,654,205,20,20
245,1,803,660,20,20
245,2,822,639,20,20
245,3,716,325,20,20
245,4,637,212,22,22
245,5,654,205,20,20
246,1,804,659,20,20
246,2,822,638,20,20
246,3,716,325,20,20
246,4,638,212,22,22
246,5,655,206,20,20
247,1,803,660,20,20
247,2,822,638,20,20
247,3,716,325,20,20
247,4,638,211,22,22
247,5,655,205,20,20
248,1,804,660,20,20
248,2,822,638,20,20
248,3,715,325,20,20
248,4,638,211,22,22
248,5,654,205,20,20
249,1,804,660,20,20
249,2,822,638,20,20
249,3,715,325,20,20
249,4,637,211,22,22
249,5,654,205,20,20
250,1,805,660,20,20
250,2,822,638,20,20
250,3,715,325,20,20
250,4,637,212,22,22
250,5,654,205,20,20
251,1,804,660,20,20
251,2,822,639,20,20
251,3,715,325,20,20
251,4,637,212,22,22
251,5,654,205,20,20
252,1,803,660,20,20
252,2,822,639,20,20
252,3,715,325,20,20
252,4,637,211,22,22
252,5,654,205,20,20
253,1,804,660,20,20
253,2,822,639,20,20
253,3,715,325,20,20
253,4,636,211,22,22
253,5,653,205,20,20
254,1,804,660,20,20
254,2,822,638,20,20
254,3,715,325,20,20
254,4,637,211,22,22
254,5,654,205,20,20
255,1,804,660,20,20
255,2,822,638,20,20
255,3,715,325,20,20
255,4,636,211,22,22
255,5,653,205,20,20
256,1,804,660,20,20
256,2,822,638,20,20
256,3,715,326,20,20
256,4,636,212,22,22
256,5,653,206,20,20
257,1,803,660,20,20
257,2,822,638,20,20
257,3,716,326,20,20
257,4,636,212,22,22
257,5,652,206,20,20
258,1,803,659,20,20
258,2,822,638,20,20
258,3,716,326,20,20
258,4,636,212,22,22
258,5,652,206,20,20
259,1,804,659,20,20
259,2,822,639,20,20
259,3,715,326,20,20
259,4,636,212,22,22
259,5,652,206,20,20
260,1,803,660,20,20
260,2,821,639,20,20
260,3,715,326,20,20
260,4,636,211,22,22
260,5,653,206,20,20
261,1,803,660,20,20
261,2,821,639,20,20
261,3,715,326,20,20
261,4,636,212,22,22
261,5,653,206,20,20
262,1,803,660,20,20
262,2,821,639,20,20
262,3,715,326,20,20
262,4,636,212,22,22
262,5,653,206,20,20
263,1,803,659,20,20
263,2,821,639,20,20
263,3,715,326,20,20
263,4,637,212,22,22
263,5,653,205,20,20
264,1,803,659,20,20
264,2,822,638,20,20
264,3,716,326,20,20
264,4,636,212,22,22
264,5,653,205,20,20
265,1,803,660,20,20
265,2,822,638,20,20
265,3,715,326,20,20
265,4,636,212,22,22
265,5,653,205,20,20
266,1,803,660,20,20
266,2,822,638,20,20
266,3,715,326,20,20
266,4,636,211,22,22
266,5,653,205,20,20
267,1,803,660,20,20
267,2,822,638,20,20
267,3,715,325,20,20
267,4,636,212,22,22
267,5,653,205,20,20
268,1,803,660,20,20
268,2,822,638,20,20
268,3,715,325,20,20
268,4,636,212,22,22
268,5,653,205,20,20
269,1,803,660,20,20
269,2,822,638,20,20
269,3,715,325,20,20
269,4,636,212,22,22
269,5,653,205,20,20
270,1,803,660,20,20
270,2,822,638,20,20
270,3,715,325,20,20
270,4,636,212,22,22
270,5,653,205,20,20
271,1,803,660,20,20
271,2,822,639,20,20
271,3,715,326,20,20
271,4,636,212,22,22
271,5,653,205,20,20
272,1,803,660,20,20
272,2,822,639,20,20
272,3,715,326,20,20
272,4,636,212,22,22
272,5,653,205,20,20
273,1,802,660,20,20
273,2,822,639,20,20
273,3,715,326,20,20
273,4,636,212,22,22
273,5,653,205,20,20
274,1,802,660,20,20
274,2,822,639,20,20
274,3,715,326,20,20
274,4,636,212,22,22
274,5,653,205,20,20
275,1,803,660,20,20
275,2,822,639,20,20
275,3,715,325,20,20
275,4,636,211,22,22
275,5,653,205,20,20
276,1,803,659,20,20
276,2,822,638,20,20
276,3,715,325,20,20
276,4,636,211,22,22
276,5,653,205,20,20
277,1,803,659,20,20
277,2,822,638,20,20
277,3,715,325,20,20
277,4,636,211,22,22
277,5,653,205,20,20
278,1,803,660,20,20
278,2,822,638,20,20
278,3,715,325,20,20
278,4,636,211,22,22
278,5,653,205,20,20
279,1,803,659,20,20
279,2,822,638,20,20
279,3,715,325,20,20
279,4,635,211,22,22
279,5,652,205,20,20
280,1,802,659,20,20
280,2,821,638,20,20
280,3,715,326,20,20
280,4,636,211,22,22
280,5,653,206,20,20
281,1,802,659,20,20
281,2,822,638,20,20
281,3,715,326,20,20
281,4,636,212,22,22
281,5,653,206,20,20
282,1,802,660,20,20
282,2,822,639,20,20
282,3,715,326,20,20
282,4,636,212,22,22
282,5,653,206,20,20
283,1,802,659,20,20
283,2,822,639,20,20
283,3,714,325,20,20
283,4,635,212,22,22
283,5,652,206,20,20
284,1,803,659,20,20
284,2,822,639,20,20
284,3,715,325,20,20
284,4,635,212,22,22
284,5,652,206,20,20
285,1,803,660,20,20
285,2,822,639,20,20
285,3,714,326,20,20
285,4,635,212,22,22
285,5,651,206,20,20
286,1,803,659,20,20
286,2,822,639,20,20
286,3,715,326,20,20
286,4,635,212,22,22
286,5,651,206,20,20
287,1,803,659,20,20
287,2,822,638,20,20
287,3,715,325,20,20
287,4,635,212,22,22
287,5,652,205,20,20
288,1,803,659,20,20
288,2,822,638,20,20
288,3,715,325,20,20
288,4,635,212,22,22
288,5,652,205,20,20
289,1,803,660,20,20
289,2,822,638,20,20
289,3,715,325,20,20
289,4,635,212,22,22
289,5,652,205,20,20
290,1,803,659,20,20
290,2,822,638,20,20
290,3,715,325,20,20
290,4,636,212,22,22
290,5,653,206,20,20
291,1,803,659,20,20
291,2,822,639,20,20
291,3,715,326,20,20
291,4,636,211,22,22
291,5,653,205,20,20
292,1,803,659,20,20
292,2,822,638,20,20
292,3,715,326,20,20
292,4,636,211,22,22
292,5,652,205,20,20
293,1,802,659,20,20
293,2,821,638,20,20
293,3,715,326,20,20
293,4,635,211,22,22
293,5,652,205,20,20
294,1,802,659,20,20
294,2,822,638,20,20
294,3,715,325,20,20
294,4,635,211,22,22
294,5,652,205,20,20
295,1,802,659,20,20
295,2,822,638,20,20
295,3,715,325,20,20
295,4,635,212,22,22
295,5,652,206,20,20
296,1,802,659,20,20
296,2,821,638,20,20
296,3,715,325,20,20
296,4,636,212,22,22
296,5,653,206,20,20
297,1,802,660,20,20
297,2,821,638,20,20
297,3,714,326,20,20
297,4,635,212,22,22
297,5,652,206,20,20
298,1,802,659,20,20
298,2,821,638,20,20
298,3,715,326,20,20
298,4,635,212,22,22
298,5,652,206,20,20
299,1,802,659,20,20
299,2,821,638,20,20
299,3,715,326,20,20
299,4,635,211,22,22
299,5,652,206,20,20
300,1,803,659,20,20
300,2,821,638,20,20
300,3,715,325,20,20
300,4,635,212,22,22
300,5,651,206,20,20
301,1,803,660,20,20
301,2,821,639,20,20
301,3,715,325,20,20
301,4,636,212,22,22
301,5,652,205,20,20
302,1,803,659,20,20
302,2,821,639,20,20
302,3,715,326,20,20
302,4,635,212,22,22
302,5,651,205,20,20
303,1,803,659,20,20
303,2,821,639,20,20
303,3,715,326,20,20
303,4,635,211,22,22
303,5,651,205,20,20
304,1,803,660,20,20
304,2,821,639,20,20
304,3,715,326,20,20
304,4,636,211,22,22
304,5,652,205,20,20
305,1,803,659,20,20
305,2,822,638,20,20
305,3,715,326,20,20
305,4,635,212,22,22
305,5,651,205,20,20
306,1,803,659,20,20
306,2,822,638,20,20
306,3,715,325,20,20
306,4,635,212,22,22
306,5,651,205,20,20
307,1,803,659,20,20
307,2,822,638,20,20
307,3,715,325,20,20
307,4,635,212,22,22
307,5,651,206,20,20
308,1,803,660,20,20
308,2,822,638,20,20
308,3,715,325,20,20
308,4,635,212,22,22
308,5,651,206,20,20
309,1,803,659,20,20
309,2,822,638,20,20
309,3,715,325,20,20
309,4,636,211,22,22
309,5,652,206,20,20
310,1,803,659,20,20
310,2,822,639,20,20
310,3,715,325,20,20
310,4,635,212,22,22
310,5,651,206,20,20
311,1,802,659,20,20
311,2,821,639,20,20
311,3,715,325,20,20
311,4,635,212,22,22
311,5,651,206,20,20
312,1,803,658,20,20
312,2,822,639,20,20
312,3,715,326,20,20
312,4,635,211,22,22
312,5,651,205,20,20
313,1,802,658,20,20
313,2,821,639,20,20
313,3,715,326,20,20
313,4,635,211,22,22
313,5,652,205,20,20
314,1,802,658,20,20
314,2,822,639,20,20
314,3,715,326,20,20
314,4,635,212,22,22
314,5,652,206,20,20
315,1,802,658,20,20
315,2,823,639,20,20
315,3,715,326,20,20
315,4,635,212,22,22
315,5,652,206,20,20
316,1,802,658,20,20
316,2,823,639,20,20
316,3,715,325,20,20
316,4,635,211,22,22
316,5,652,205,20,20
317,1,802,658,20,20
317,2,823,638,20,20
317,3,715,325,20,20
317,4,634,212,22,22
317,5,651,205,20,20
318,1,802,658,20,20
318,2,823,639,20,20
318,3,715,325,20,20
318,4,635,211,22,22
318,5,652,205,20,20
319,1,803,658,20,20
319,2,823,638,20,20
319,3,715,325,20,20
319,4,635,211,22,22
319,5,652,205,20,20
320,1,802,658,20,20
320,2,824,638,20,20
320,3,715,325,20,20
320,4,635,212,22,22
320,5,652,205,20,20
321,1,802,659,20,20
321,2,824,639,20,20
321,3,715,326,20,20
321,4,635,212,22,22
321,5,651,206,20,20
322,1,802,659,20,20
322,2,825,638,20,20
322,3,715,326,20,20
322,4,635,212,22,22
322,5,651,206,20,20
323,1,802,659,20,20
323,2,824,638,20,20
323,3,715,326,20,20
323,4,634,212,22,22
323,5,650,206,20,20
324,1,803,658,20,20
324,2,824,638,20,20
324,3,715,326,20,20
324,4,634,212,22,22
324,5,651,205,20,20
325,1,802,658,20,20
325,2,824,638,20,20
325,3,715,325,20,20
325,4,634,212,22,22
325,5,651,205,20,20
326,1,802,658,20,20
326,2,825,639,20,20
326,3,714,325,20,20
326,4,635,212,22,22
326,5,651,205,20,20
327,1,802,658,20,20
327,2,825,638,20,20
327,3,715,325,20,20
327,4,634,212,22,22
327,5,651,206,20,20
328,1,802,658,20,20
328,2,824,638,20,20
328,3,715,325,20,20
328,4,634,212,22,22
328,5,651,206,20,20
329,1,802,659,20,20
329,2,824,639,20,20
329,3,715,325,20,20
329,4,634,212,22,22
329,5,651,206,20,20
330,1,801,658,20,20
330,2,824,638,20,20
330,3,715,325,20,20
330,4,634,211,22,22
330,5,651,206,20,20
331,1,802,658,20,20
331,2,825,638,20,20
331,3,715,326,20,20
331,4,634,211,22,22
331,5,651,205,20,20
332,1,802,658,20,20
332,2,824,638,20,20
332,3,715,326,20,20
332,4,634,211,22,22
332,5,651,205,20,20
333,1,802,658,20,20
333,2,824,639,20,20
333,3,715,326,20,20
333,4,634,211,22,22
333,5,651,205,20,20
334,1,802,658,20,20
334,2,824,639,20,20
334,3,715,326,20,20
334,4,634,212,22,22
334,5,651,206,20,20
335,1,802,658,20,20
335,2,824,638,20,20
335,3,715,326,20,20
335,4,634,212,22,22
335,5,650,206,20,20
336,1,802,658,20,20
336,2,824,638,20,20
336,3,715,326,20,20
336,4,634,212,22,22
336,5,650,206,20,20
337,1,802,658,20,20
337,2,824,638,20,20
337,3,715,325,20,20
337,4,634,212,22,22
337,5,651,207,20,20
338,1,802,658,20,20
338,2,824,638,20,20
338,3,715,325,20,20
338,4,634,212,22,22
338,5,651,206,20,20
339,1,802,658,20,20
339,2,824,638,20,20
339,3,715,325,20,20
339,4,634,212,22,22
339,5,651,206,20,20
340,1,802,658,20,20
340,2,824,639,20,20
340,3,715,325,20,20
340,4,635,212,22,22
340,5,652,206,20,20
341,1,802,658,20,20
341,2,825,639,20,20
341,3,715,325,20,20
341,4,634,211,22,22
341,5,651,206,20,20
342,1,802,657,20,20
342,2,825,639,20,20
342,3,715,325,20,20
342,4,634,212,22,22
342,5,651,206,20,20
343,1,802,658,20,20
343,2,825,639,20,20
343,3,715,326,20,20
343,4,634,211,22,22
343,5,651,207,20,20
344,1,802,658,20,20
344,2,825,639,20,20
344,3,715,326,20,20
344,4,634,212,22,22
344,5,651,207,20,20
345,1,802,657,20,20
345,2,825,639,20,20
345,3,715,326,20,20
345,4,634,212,22,22
345,5,651,207,20,20
346,1,802,658,20,20
346,2,825,639,20,20
346,3,715,326,20,20
346,4,634,211,22,22
346,5,650,207,20,20
347,1,801,658,20,20
347,2,824,638,20,20
347,3,715,325,20,20
347,4,634,211,22,22
347,5,650,208,20,20
348,1,801,658,20,20
348,2,824,638,20,20
348,3,715,325,20,20
348,4,634,211,22,22
348,5,651,207,20,20
349,1,801,657,20,20
349,2,824,638,20,20
349,3,715,325,20,20
349,4,634,211,22,22
349,5,651,207,20,20
350,1,801,658,20,20
350,2,824,638,20,20
350,3,716,325,20,20
350,4,634,212,22,22
350,5,651,208,20,20
351,1,801,658,20,20
351,2,825,638,20,20
351,3,715,326,20,20
351,4,634,212,22,22
351,5,651,207,20,20
352,1,801,657,20,20
352,2,825,638,20,20
352,3,716,326,20,20
352,4,634,212,22,22
352,5,651,207,20,20
353,1,801,658,20,20
353,2,824,638,20,20
353,3,715,326,20,20
353,4,634,212,22,22
353,5,651,207,20,20
354,1,801,658,20,20
354,2,825,638,20,20
354,3,716,326,20,20
354,4,634,212,22,22
354,5,650,207,20,20
355,1,801,658,20,20
355,2,825,638,20,20
355,3,716,326,20,20
355,4,634,212,22,22
355,5,650,207,20,20
356,1,801,658,20,20
356,2,825,638,20,20
356,3,716,325,20,20
356,4,634,210,22,22
356,5,650,207,20,20
357,1,802,658,20,20
357,2,825,638,20,20
357,3,716,326,20,20
357,4,634,210,22,22
357,5,650,208,20,20
358,1,802,658,20,20
358,2,825,639,20,20
358,3,717,325,20,20
358,4,634,210,22,22
358,5,650,207,20,20
359,1,802,657,20,20
359,2,824,639,20,20
359,3,716,325,20,20
359,4,634,210,22,22
359,5,651,207,20,20
360,1,802,658,20,20
360,2,824,639,20,20
360,3,717,324,20,20
360,4,634,209,22,22
360,5,651,208,20,20
361,1,801,658,20,20
361,2,824,639,20,20
361,3,717,324,20,20
361,4,634,210,22,22
361,5,651,207,20,20
362,1,801,658,20,20
362,2,824,639,20,20
362,3,717,324,20,20
362,4,634,210,22,22
362,5,651,207,20,20
363,1,801,658,20,20
363,2,824,639,20,20
363,3,718,325,20,20
363,4,634,210,22,22
363,5,651,207,20,20
364,1,801,658,20,20
364,2,824,639,20,20
364,3,718,324,20,20
364,4,634,210,22,22
364,5,650,208,20,20
365,1,801,657,20,20
365,2,824,639,20,20
365,3,719,324,20,20
365,4,633,211,22,22
365,5,649,208,20,20
366,1,801,658,20,20
366,2,824,639,20,20
366,3,719,324,20,20
366,4,633,211,22,22
366,5,649,208,20,20
367,1,801,658,20,20
367,2,825,639,20,20
367,3,718,323,20,20
367,4,633,210,22,22
367,5,649,208,20,20
368,1,801,657,20,20
368,2,825,639,20,20
368,3,718,323,20,20
368,4,633,210,22,22
368,5,649,208,20,20
369,1,801,658,20,20
369,2,825,639,20,20
369,3,718,323,20,20
369,4,633,210,22,22
369,5,649,208,20,20
370,1,801,658,20,20
370,2,825,639,20,20
370,3,718,323,20,20
370,4,633,210,22,22
370,5,649,208,20,20
371,1,801,657,20,20
371,2,825,639,20,20
371,3,718,323,20,20
371,4,632,210,22,22
371,5,649,208,20,20
372,1,801,658,20,20
372,2,825,639,20,20
372,3,718,323,20,20
372,4,632,210,22,22
372,5,649,208,20,20
373,1,801,658,20,20
373,2,825,639,20,20
373,3,718,324,20,20
373,4,632,210,22,22
373,5,649,207,20,20
374,1,801,658,20,20
374,2,825,639,20,20
374,3,718,323,20,20
374,4,632,210,22,22
374,5,649,208,20,20
375,1,801,658,20,20
375,2,825,638,20,20
375,3,718,323,20,20
375,4,632,210,22,22
375,5,649,208,20,20
376,1,801,658,20,20
376,2,825,638,20,20
376,3,718,323,20,20
376,4,632,210,22,22
376,5,649,208,20,20
377,1,801,658,20,20
377,2,825,638,20,20
377,3,718,323,20,20
377,4,632,210,22,22
377,5,649,208,20,20
378,1,801,657,20,20
378,2,825,638,20,20
378,3,718,323,20,20
378,4,633,211,22,22
378,5,649,207,20,20
379,1,801,658,20,20
379,2,825,638,20,20
379,3,718,323,20,20
379,4,633,210,22,22
379,5,650,207,20,20
380,1,801,658,20,20
380,2,825,639,20,20
380,3,718,323,20,20
380,4,632,210,22,22
380,5,649,208,20,20
381,1,801,658,20,20
381,2,824,639,20,20
381,3,719,323,20,20
381,4,632,210,22,22
381,5,649,207,20,20
382,1,801,658,20,20
382,2,824,639,20,20
382,3,718,323,20,20
382,4,633,210,22,22
382,5,649,207,20,20
383,1,801,658,20,20
383,2,824,639,20,20
383,3,718,323,20,20
383,4,633,211,22,22
383,5,649,207,20,20
384,1,801,658,20,20
384,2,824,639,20,20
384,3,718,323,20,20
384,4,633,211,22,22
384,5,649,207,20,20
385,1,802,657,20,20
385,2,824,639,20,20
385,3,718,323,20,20
385,4,632,210,22,22
385,5,649,206,20,20
386,1,802,658,20,20
386,2,824,639,20,20
386,3,718,323,20,20
386,4,632,210,22,22
386,5,649,206,20,20
387,1,802,658,20,20
387,2,824,639,20,20
387,3,718,323,20,20
387,4,632,210,22,22
387,5,649,206,20,20
388,1,802,658,20,20
388,2,825,638,20,20
388,3,718,323,20,20
388,4,632,210,22,22
388,5,648,206,20,20
389,1,802,657,20,20
389,2,825,638,20,20
389,3,718,323,20,20
389,4,632,211,22,22
389,5,648,207,20,20
390,1,802,657,20,20
390,2,825,638,20,20
390,3,718,324,20,20
390,4,632,210,22,22
390,5,648,206,20,20
391,1,802,658,20,20
391,2,825,638,20,20
391,3,718,324,20,20
391,4,631,210,22,22
391,5,647,206,20,20
392,1,802,658,20,20
392,2,825,638,20,20
392,3,718,323,20,20
392,4,632,210,22,22
392,5,648,206,20,20
393,1,801,658,20,20
393,2,825,638,20,20
393,3,718,323,20,20
393,4,632,210,22,22
393,5,648,206,20,20
394,1,801,657,20,20
394,2,825,638,20,20
394,3,718,323,20,20
394,4,632,210,22,22
394,5,649,206,20,20
395,1,801,658,20,20
395,2,825,639,20,20
395,3,717,323,20,20
395,4,631,210,22,22
395,5,648,206,20,20
396,1,802,658,20,20
396,2,825,639,20,20
396,3,718,323,20,20
396,4,632,210,22,22
396,5,649,206,20,20
397,1,802,658,20,20
397,2,825,639,20,20
397,3,718,323,20,20
397,4,632,210,22,22
397,5,648,206,20,20
398,1,802,658,20,20
398,2,825,639,20,20
398,3,718,324,20,20
398,4,632,210,22,22
398,5,648,206,20,20
399,1,802,657,20,20
399,2,825,639,20,20
399,3,718,324,20,20
399,4,632,210,22,22
399,5,648,206,20,20
400,1,802,657,20,20
400,2,825,639,20,20
400,3,718,323,20,20
400,4,632,210,22,22
400,5,648,206,20,20
401,1,802,658,20,20
401,2,825,639,20,20
401,3,718,323,20,20
401,4,632,210,22,22
401,5,648,206,20,20
402,1,802,658,20,20
402,2,825,639,20,20
402,3,717,323,20,20
402,4,631,211,22,22
402,5,648,207,20,20
403,1,802,658,20,20
403,2,824,639,20,20
403,3,718,323,20,20
403,4,631,210,22,22
403,5,648,206,20,20
404,1,802,657,20,20
404,2,824,639,20,20
404,3,718,324,20,20
404,4,631,210,22,22
404,5,648,206,20,20
405,1,802,658,20,20
405,2,824,639,20,20
405,3,717,324,20,20
405,4,631,210,22,22
405,5,647,206,20,20
406,1,802,658,20,20
406,2,824,639,20,20
406,3,718,324,20,20
406,4,631,210,22,22
406,5,647,206,20,20
407,1,802,658,20,20
407,2,824,638,20,20
407,3,718,323,20,20
407,4,631,210,22,22
407,5,647,205,20,20
408,1,802,658,20,20
408,2,824,638,20,20
408,3,717,323,20,20
408,4,631,210,22,22
408,5,647,206,20,20
409,1,802,658,20,20
409,2,824,638,20,20
409,3,718,323,20,20
409,4,631,210,22,22
409,5,647,206,20,20
410,1,801,658,20,20
410,2,824,638,20,20
410,3,718,324,20,20
410,4,631,209,22,22
410,5,647,206,20,20
411,1,802,657,20,20
411,2,824,638,20,20
411,3,717,324,20,20
411,4,631,209,22,22
411,5,647,205,20,20
412,1,801,658,20,20
412,2,824,638,20,20
412,3,718,324,20,20
412,4,631,209,22,22
412,5,647,205,20,20
413,1,801,658,20,20
413,2,824,638,20,20
413,3,718,323,20,20
413,4,631,208,22,22
413,5,648,205,20,20
414,1,802,658,20,20
414,2,824,639,20,20
414,3,717,323,20,20
414,4,632,208,22,22
414,5,648,205,20,20
415,1,802,658,20,20
415,2,824,639,20,20
415,3,718,323,20,20
415,4,632,208,22,22
415,5,648,205,20,20
416,1,801,657,20,20
416,2,824,639,20,20
416,3,718,323,20,20
416,4,632,208,22,22
416,5,648,205,20,20
417,1,801,657,20,20
417,2,824,639,20,20
417,3,718,324,20,20
417,4,632,208,22,22
417,5,649,205,20,20
418,1,801,658,20,20
418,2,824,639,20,20
418,3,718,324,20,20
418,4,632,209,22,22
418,5,649,205,20,20
419,1,801,658,20,20
419,2,825,639,20,20
419,3,718,324,20,20
419,4,632,208,22,22
419,5,649,205,20,20
420,1,801,658,20,20
420,2,825,639,20,20
420,3,718,323,20,20
420,4,632,208,22,22
420,5,648,205,20,20
421,1,801,658,20,20
421,2,825,639,20,20
421,3,718,323,20,20
421,4,632,208,22,22
421,5,648,206,20,20
422,1,801,657,20,20
422,2,825,639,20,20
422,3,718,323,20,20
422,4,631,208,22,22
422,5,647,206,20,20
423,1,801,657,20,20
423,2,825,639,20,20
423,3,718,323,20,20
423,4,631,209,22,22
423,5,647,206,20,20
424,1,801,657,20,20
424,2,824,639,20,20
424,3,718,323,20,20
424,4,631,208,22,22
424,5,647,206,20,20
425,1,802,657,20,20
425,2,825,639,20,20
425,3,718,323,20,20
425,4,631,208,22,22
425,5,647,205,20,20
426,1,802,657,20,20
426,2,825,639,20,20
426,3,718,323,20,20
426,4,632,208,22,22
426,5,648,206,20,20
427,1,802,657,20,20
427,2,825,639,20,20
427,3,718,323,20,20
427,4,631,209,22,22
427,5,647,206,20,20
428,1,802,657,20,20
428,2,825,639,20,20
428,3,718,323,20,20
428,4,631,208,22,22
428,5,647,205,20,20
429,1,801,658,20,20
429,2,825,639,20,20
429,3,718,323,20,20
429,4,631,208,22,22
429,5,647,205,20,20
430,1,801,658,20,20
430,2,825,638,20,20
430,3,718,323,20,20
430,4,631,208,22,22
430,5,648,206,20,20
431,1,801,658,20,20
431,2,825,638,20,20
431,3,717,323,20,20
431,4,631,208,22,22
431,5,648,206,20,20
432,1,801,658,20,20
432,2,824,638,20,20
432,3,718,323,20,20
432,4,631,208,22,22
432,5,648,206,20,20
433,1,801,658,20,20
433,2,824,639,20,20
433,3,718,323,20,20
433,4,631,208,22,22
433,5,648,205,20,20
434,1,801,657,20,20
434,2,824,639,20,20
434,3,718,323,20,20
434,4,630,208,22,22
434,5,647,206,20,20
435,1,801,657,20,20
435,2,824,639,20,20
435,3,718,323,20,20
435,4,631,207,22,22
435,5,647,206,20,20
436,1,801,657,20,20
436,2,824,639,20,20
436,3,718,323,20,20
436,4,631,208,22,22
436,5,648,206,20,20
437,1,802,657,20,20
437,2,824,639,20,20
437,3,718,323,20,20
437,4,631,208,22,22
437,5,648,205,20,20
438,1,802,658,20,20
438,2,824,639,20,20
438,3,718,323,20,20
438,4,632,208,22,22
438,5,649,206,20,20
439,1,802,658,20,20
439,2,825,639,20,20
439,3,718,323,20,20
439,4,631,208,22,22
439,5,648,206,20,20
440,1,802,658,20,20
440,2,825,639,20,20
440,3,718,323,20,20
440,4,631,208,22,22
440,5,648,206,20,20
441,1,802,658,20,20
441,2,825,638,20,20
441,3,718,323,20,20
441,4,631,208,22,22
441,5,647,206,20,20
442,1,802,658,20,20
442,2,825,638,20,20
442,3,718,324,20,20
442,4,632,208,22,22
442,5,648,206,20,20
443,1,801,658,20,20
443,2,825,638,20,20
443,3,718,324,20,20
443,4,631,208,22,22
443,5,647,206,20,20
444,1,801,657,20,20
444,2,825,638,20,20
444,3,718,324,20,20
444,4,631,208,22,22
444,5,647,206,20,20
445,1,801,657,20,20
445,2,825,638,20,20
445,3,718,324,20,20
445,4,632,209,22,22
445,5,648,206,20,20
446,1,801,657,20,20
446,2,825,638,20,20
446,3,718,323,20,20
446,4,631,208,22,22
446,5,648,206,20,20
447,1,801,657,20,20
447,2,825,638,20,20
447,3,718,323,20,20
447,4,631,208,22,22
447,5,648,206,20,20
448,1,801,658,20,20
448,2,824,639,20,20
448,3,718,323,20,20
448,4,631,208,22,22
448,5,647,206,20,20
449,1,801,658,20,20
449,2,824,639,20,20
449,3,718,323,20,20
449,4,631,208,22,22
449,5,647,206,20,20
450,1,801,658,20,20
450,2,824,639,20,20
450,3,718,323,20,20
450,4,632,208,22,22
450,5,648,206,20,20
451,1,801,658,20,20
451,2,824,639,20,20
451,3,718,323,20,20
451,4,631,208,22,22
451,5,647,206,20,20
452,1,801,658,20,20
452,2,824,638,20,20
452,3,718,323,20,20
452,4,631,208,22,22
452,5,648,206,20,20
453,1,802,658,20,20
453,2,824,638,20,20
453,3,718,323,20,20
453,4,631,208,22,22
453,5,648,206,20,20
454,1,802,657,20,20
454,2,825,639,20,20
454,3,718,324,20,20
454,4,631,208,22,22
454,5,648,206,20,20
455,1,802,657,20,20
455,2,825,639,20,20
455,3,718,324,20,20
455,4,631,207,22,22
455,5,647,205,20,20
456,1,802,657,20,20
456,2,825,639,20,20
456,3,718,323,20,20
456,4,631,207,22,22
456,5,647,205,20,20
457,1,802,657,20,20
457,2,825,639,20,20
457,3,718,323,20,20
457,4,631,208,22,22
457,5,647,205,20,20
458,1,802,658,20,20
458,2,825,639,20,20
458,3,718,323,20,20
458,4,631,208,22,22
458,5,647,205,20,20
459,1,802,658,20,20
459,2,825,638,20,20
459,3,718,323,20,20
459,4,630,208,22,22
459,5,646,206,20,20
460,1,802,658,20,20
460,2,824,638,20,20
460,3,718,323,20,20
460,4,631,208,22,22
460,5,647,206,20,20
461,1,801,658,20,20
461,2,824,639,20,20
461,3,718,323,20,20
461,4,631,208,22,22
461,5,648,206,20,20
462,1,801,658,20,20
462,2,824,639,20,20
462,3,718,323,20,20
462,4,631,207,22,22
462,5,648,206,20,20
463,1,801,657,20,20
463,2,824,639,20,20
463,3,718,323,20,20
463,4,630,207,22,22
463,5,647,206,20,20
464,1,801,657,20,20
464,2,824,639,20,20
464,3,718,323,20,20
464,4,631,207,22,22
464,5,648,206,20,20
465,1,801,657,20,20
465,2,824,639,20,20
465,3,718,323,20,20
