"","GRF.CxDf","GRF.CxOE","WTF.CxDf","WTF.CxOE","GRxWT.FC","GRxWT.FDf","GRxWT.FOE","GRM.CxDf","GRM.CxOE","WTM.CxDf","WTM.CxOE","GRxWT.MC","GRxWT.MDf","GRxWT.MOE"
"11",0.299527649241607,0.646930487879306,0.827216393154446,0.921277997460886,0.595004858618115,0.905833711425716,0.0413143805610026,0.919498016223654,0.98847232088096,0.966501231020369,0.992256575441984,0.013528448602444,0.0255647317326492,0.00300650762343649
"12",0.72858362318338,1,0.762416764114375,0.931040962652085,0.518643764908245,0.611525404939965,0.326757025410034,0.645581184544172,0.999434219973619,0.914419758412276,0.904963210916797,0.824023689285627,0.408581548426825,0.828087325937882
"13",0.90408311733683,0.630471775293657,0.686127820985464,1,0.589489049141401,0.858817141235704,0.758015435584028,0.252019780786273,0.999434219973619,0.346863846374663,0.28945500140387,0.411567569416252,0.586971354328958,0.656093167516639
"14",0.754846397521256,0.989212242278059,0.338781590199194,0.534589878129577,0.729693897878939,0.883311769574553,0.744217284467591,0.063745264946695,1,0.466884634489865,0.707276770770934,0.255921134342848,0.0796421733399521,0.702592534147327
"15",0.995685200083767,0.821976954277153,0.0499537342284804,0.247899423638355,0.0256326643757588,0.955716272174857,0.112619667644571,0.00706142557025861,0.999434219973619,0.722635081852219,0.244239260858861,0.0243900977882783,0.516670111345732,0.365930481991519
"16",0.0924851325168764,0.3836287690246,0.422868649682246,0.928347319918576,0.143953140180347,0.0249137633112806,0.00206009261521599,0.43301634074292,0.966903610693757,0.437796220356006,0.615685434441002,0.0070366537372658,0.0197228974476261,0.00936973378935222
"17",0.228754895834185,0.901150476665028,0.0480536688280554,0.373689090147695,0.332658866923984,0.997773367178191,0.883541553287767,0.0352658727100181,0.999434219973619,0.539601194260976,0.946431285353493,0.181618888233674,0.797283379479108,0.173594288158124
"18",0.648838111053325,1,1,0.978899568651557,0.00665967636229373,0.00152416236436907,0.00147952509381567,0.538807306735894,0.540326505290206,0.709655344472332,0.849635183656662,0.0418666270561564,0.00359834777201128,0.00313588764654408
"19",0.564006877324762,0.902267176191647,0.236916128717049,0.324284648857563,0.251075634830366,0.671347331092682,0.84624356147742,0.820688454521121,0.95446089147358,0.904971289087643,0.584216718179712,0.744805771056012,0.748419397518109,0.179509610436325
"20",0.351491899159228,0.49121906764871,0.8261098346914,0.832012832987262,0.666198258318202,0.865575520475932,0.227357878174029,0.0345246120082886,0.999434219973619,0.548521654448353,0.681153759163999,0.274495277601471,0.120940276826487,0.880087023940531
"21",0.641267019044312,0.954349835835539,0.405400095689267,0.666584191549134,0.074532886855521,0.0269316074729167,0.252059832944121,0.547336825500884,0.761918190931356,0.260878734976311,0.982600016468064,0.942058564469493,0.0385341030131898,0.177657324935889
"22",0.98087783974147,0.968369338252625,1,0.72164766057296,0.443373460241118,0.529496811519006,0.636562931418432,0.928937618771471,0.85204866061355,0.581104716111267,0.936648718005724,0.912882071346419,0.645536863884475,0.562441689599114
"23",0.244590128821331,0.908178040585781,0.655884471326258,0.880441668519309,0.215931700087965,0.719133729620557,0.480544240549212,0.0453594043632668,0.765068970446856,0.527093925045419,0.705552905037076,0.135897104539261,0.288140660339736,0.742358240003637
"24",0.918945618179504,0.892739798335178,0.468606985081008,0.676524659177875,0.822344163088222,0.235365083943743,0.609268595882797,0.335401872348045,0.771054862372156,0.978052904601092,0.58101902147595,0.923642299584929,0.473901348236412,0.804177677848926
"25",0.783491749102825,0.500608450771587,0.416837268724099,0.595392249205868,0.16845220627946,0.474802332724786,0.667068885738789,0.086406118438731,0.999434219973619,0.262798414793215,0.0185244387536487,0.262952285447631,0.0734305748249241,0.0524071594024809
"26",0.463922651100283,0.552112063132277,0.376051174140682,0.613655316239314,0.473652342480089,0.639868783587603,0.657790427999417,0.224113309052254,0.733166934949762,0.0648734145129682,0.866545493809262,0.401601217400015,0.788249020515449,0.0838743618740671
"27",0.580948960537667,0.859834988049898,0.0256440139401466,0.261134125329808,0.127780442646428,0.773952498267269,0.608892148723566,0.214461827829836,0.965974884523757,0.337999885269655,0.915059850765316,0.317208869072625,0.251651552473462,0.552945605699491
"28",0.764093189640831,0.827557606070978,0.793580893509814,0.485403869165387,0.358470056106959,0.900764459211484,0.649067189078747,0.859253046276547,0.911861947342015,0.743248366099565,0.303150233517233,0.743940918506109,0.819662625380018,0.810512624653672
"29",0.786128230356692,0.973355897525948,0.622030241667394,0.839633182863313,0.909379357233725,0.984265496836518,0.754382531965266,0.558852106959309,0.999434219973619,0.968944965980525,0.910248403626721,0.44748735636515,0.79057746116115,0.733764830407939
"30",0.532469246016817,0.699327710230788,0.654523055621247,0.698398005494795,0.55458643581829,0.725654338872203,0.471825400692929,0.094744597232952,0.999434219973619,0.62152349508652,0.912489593169599,0.859432064248503,0.636205739122092,0.872462309085093
"31",0.966667287775364,0.880702881347893,0.994307439306051,1,0.022059997227392,0.0345394262820689,0.0139634232329743,0.0372009189166299,0.986791696953155,0.0681982092994133,0.0589728535656047,0.000286623754171596,0.838850627967919,0.12876291486605
"32",0.564006877324762,0.892672420781801,0.412474438691131,0.325640124397987,0.261113149184869,0.0143486407546936,0.0164976820793229,0.157215876339656,0.98014115169433,0.471417650751361,0.706750901948672,0.00819345708819363,0.552934860116919,0.106839173865252
"33",0.867806878207397,0.752950286338841,0.94814033009456,0.633621304081684,0.665625122073362,0.638217911175778,0.335725944511695,0.550650819796229,0.999434219973619,0.92712554791607,0.695134999014278,0.496653812138189,0.789988445467262,0.0658885184570153
"34",0.626535799036098,0.552112063132277,0.545824313469622,0.604542090465772,0.573966087842568,0.713097956548186,0.284680206079384,0.69384351901975,0.98014115169433,0.764917431075829,0.706750901948672,0.347637777045837,0.330914298490926,0.397648918463285
"35",0.812730823614252,0.878491388350593,0.690368534696887,0.763936547460954,0.64713517600185,0.231543333922037,0.555156049393435,0.525693787294574,0.994788948947338,0.951428857325535,0.489269047686255,0.884569862559666,0.412633113756521,0.0720389929016516
"36",0.582323272612962,0.655962494417484,0.148638415728108,0.225047305056254,0.0387256230417474,0.962228631168956,0.785672623575201,0.0548959901895687,0.999434219973619,0.857052490297541,0.676882013623585,0.557133853867711,0.194463824157876,0.906987303763219
"37",0.746685624872088,0.975708257110159,0.289388735427507,0.628033474784892,0.866984849426432,0.685870953250812,0.516433526953964,0.0109312476460347,0.999434219973619,0.406516690498587,0.937825973345931,0.421828951503254,0.774146831808701,0.432201916158916
"38",0.90408311733683,0.733896490426637,0.306696436187853,0.672522108162512,0.857709687190294,0.297075728975765,0.0620501834477443,0.169929420799069,0.892522559696016,0.590576697256837,0.34510281538147,0.0515200950036699,0.0229038425265697,0.131934742182072
"39",0.875753857031178,0.950585055442612,0.152866835586894,0.909380916692789,0.820594984032493,0.128006846803296,0.805877520798879,0.497827202632905,0.97556191526121,0.878243119189421,0.223079683260029,0.0226723320582261,0.0589102729926142,0.973028823317424
"40",0.535840789215354,0.810395860637519,0.988701776063237,0.902044817385013,0.778238568613515,0.766371240360893,0.98056802475371,0.00416835847663438,1,0.469175864144233,0.933731328398576,0.619883922512775,0.26764059938385,0.726317904611614
"41",0.291928838797155,0.943701593712071,0.566880796890666,0.945611665621253,0.4942494152089,0.282747279042634,0.166683802036698,0.383330092460459,0.98014115169433,0.632495986996337,0.475056053275259,0.125045643940491,0.964382306058504,0.845406734440923
"42",0.46149524031307,0.903566334561975,0.0281778455605337,0.246410448645515,0.0910863946941715,1,0.586226589555232,0.264929275939675,0.999434219973619,0.259278837107422,0.742101446948748,0.993451186674102,0.655789268767606,0.695068292323923
"43",0.869183898272058,0.916566225903538,0.130435804677012,0.293092649608314,0.0102382282317548,0.508252047180441,0.0432388012975064,0.000394283025085256,0.999434219973619,0.994010662860289,0.583744609652764,0.0208371485575693,0.185557305997706,0.0673868844720726
"44",0.459095629049529,0.940633551101719,0.572617591928539,0.527506256641057,0.0241499515653735,0.481792148082762,0.154636739021683,0.00107475576625289,0.976936456933041,0.1269343149182,0.612791598100866,0.849451811745666,0.287067784601547,0.66259044776834
"45",0.00487410618878473,0.678503343408201,0.273220761554074,0.40302527869197,0.00294032747190748,0.454885984374605,0.0892661373379028,0.790187334870346,1,0.86157204226224,0.739865336601427,0.465092887623745,0.471126888247383,0.134408940985579
"46",0.58131985007384,0.76596877981079,0.761769790690402,0.755758153738878,0.955259240907366,0.820837840757346,0.810782936627849,0.408580484772918,0.999434219973619,0.127400840833761,0.170187048718011,0.0372337329987055,0.368342141495808,0.607091985686999
"47",0.86426678665866,0.961999750612966,0.476763853045392,0.934028593866397,0.584166486626506,0.723528766781768,0.847199201464223,0.0704656073135535,0.81090393157042,0.442253473796428,0.839324097688975,0.946356366105399,0.559420135763053,0.503018267258274
"48",0.592557609248169,0.824721937603994,0.685881878541554,0.973149213664095,0.211421569455289,0.944497099095969,0.451183501166887,0.562049207098852,1,0.795659750981773,0.781837628240656,0.593614376092892,0.70619121626407,0.199191291715194
"49",0.996957115841711,0.885194439447271,0.441059366636375,0.72164766057296,0.0441738092768824,0.307744088297933,0.17982270465339,0.644722903432787,0.999434219973619,0.995867287923269,0.443674711383494,0.224777077475585,0.489661117056594,0.036577256416416
"50",0.717464214034008,0.868257327437914,0.349232934311869,0.891040237036569,0.608087025979453,0.435744247769529,0.721825956600355,0.668377042872366,1,0.124260563842919,0.407444825583042,0.508437133171761,0.0322769096838147,0.0444075284336923
"51",0.854627856221464,0.858360500369314,0.402056742644931,1,0.133940314884824,0.470062051284645,0.0181166782315605,0.237489716034335,1,0.941855420667002,0.607642743948263,0.415037663784157,0.0510090264541096,0.0861833469877705
"52",0.417535081410608,0.90729071896713,0.961263889293713,0.724713583507242,0.968598760081329,0.549373101844458,0.936393346125324,0.627077110699245,0.892522559696016,0.356424254144133,0.439137023197608,0.239384012385551,0.672161664271285,0.369131175916784
"53",0.358079648869667,0.767293696976975,0.385896744572163,0.817958865125907,0.956974750545165,0.956902921586887,0.747154491559314,0.912558506546708,0.820228452519522,0.883142010053026,0.884937187892459,0.813013947385602,0.954588740583069,0.71839078790145
"54",0.83274880132179,0.678503343408201,0.0579551785391187,0.327215686170858,0.0427249331231862,0.809298195157086,0.922995206992548,0.111398372880053,0.999434219973619,0.392198362017937,0.241258781045941,0.161763289722281,0.292548949645683,0.646075432204403
"55",0.592557609248169,0.812450561622242,0.332255403410467,1,0.480440736889861,0.839057555991904,0.827302472015946,0.0372765023879957,0.999434219973619,0.878612640128062,0.870495701957686,0.493301719135806,0.187657276006543,0.964621805134895
"56",0.760883832713782,0.53019900222849,0.42368900640206,0.635965691561763,0.439817228046999,0.830216251114767,0.150261622414904,0.574447136748205,0.98014115169433,0.946589085655036,0.932876809401544,0.335767403724921,0.606799615678974,0.552945605699491
"57",0.734464953944883,0.443573574214265,0.202107367928003,0.870548094250153,0.087160284180731,0.962777509524379,0.832498974255277,0.0964682280412515,0.999434219973619,0.902514376763029,0.89614502159138,0.574909078715005,0.0288097515138415,0.944162134559616
"58",0.847300475627626,0.531795040261681,0.838194413399866,0.980571882424044,0.9446294316306,0.95963814222564,0.252152766433876,0.0802021998392539,0.999434219973619,0.800178161475204,0.884789920891814,0.199579972174202,0.572414577654165,0.538929399230065
"59",0.0752323346265585,0.96652619679969,0.645124155394214,0.921277997460886,0.382958136847392,0.873331857519905,0.113092021920445,0.370186675808114,0.999434219973619,0.921408039210648,0.791753113450902,0.0177945841101685,0.174131805014575,0.0013988215551335
"60",0.272381047618147,0.693352971151037,0.391207067403388,0.739411211415684,0.885911633718308,1,0.0749043811995477,0.184252854549583,0.441753418005816,0.770819806316019,0.551963175523133,0.409197970397521,0.0193332026450565,0.0010297314049597
"61",0.803915707682151,0.737208644909895,0.0931367280441539,0.340111854783083,0.0336551800110497,0.584360211963281,0.0470827947415601,0.101737114565351,0.916466845436122,0.780361661227466,0.778668204924152,0.447473101925702,0.320426536215372,0.289706605024699
"62",0.188553463396433,1,0.968414944942414,0.984059246613696,0.787850419694397,0.316896820346068,0.798961365853516,0.00242777162373933,1,0.626069491264737,0.703953469830231,0.241022416242273,0.329049024998164,0.69730200649381
"63",0.797537361665003,0.869851781293891,0.152799570591752,0.377397896373333,0.713650377155442,0.517721560654446,0.772349857663999,0.0281094142880255,0.992791499659137,0.586329356782988,0.738708718882673,0.454253213118744,0.0575491764954575,0.570122843492772
"64",0.471538978937473,0.573657225809402,0.367133513717,0.863149195441229,0.284512088676405,0.566895006453541,0.844338550417417,0.673054998676867,0.98014115169433,0.893694108488239,0.925020297178635,0.858551195374804,0.746037313630233,0.93769433070966
"65",0.619576848446382,0.994891844124114,0.319452291711334,0.644745180334004,0.0731874253664668,0.236925859551746,0.187458084381489,0.000620380320966893,0.976975742720915,0.41715781034729,0.764695995169074,0.132494236142561,0.382192752333832,0.12351506040598
"66",0.593094711565951,0.995346365093158,0.50405167591071,0.555265578609359,0.211421569455289,0.954342870701716,0.69214118452637,0.190886674284197,0.999434219973619,0.974048624338284,0.896248952229348,0.560160511881581,0.614071446546207,0.963492408466
"67",0.640077418301822,0.778484810440275,0.672123098672648,0.891859922860981,0.728310275682353,0.804058244933001,0.971860015267636,0.692765056853063,0.981515171539699,0.690416533515126,0.943861660495578,0.685128002258268,0.671289343367642,0.811864045741308
"68",0.875558659538828,0.925369617734724,0.948504440584557,0.928294839262592,0.901206751233591,0.918053730899686,0.764893229514201,0.573975029392184,0.98014115169433,0.441357276627647,0.995636373008863,0.598232748274379,0.959351172602106,0.990865514972126
"69",0.69095276720911,0.967970741682104,0.308674709696401,0.774177498567983,0.126910475443989,0.975782931832843,0.272621898068068,0.145884164108716,0.999434219973619,0.894026897300155,0.980719400140254,0.462425201951391,0.842761038984819,0.587731226703111
"70",0.493243462165341,0.892739798335178,0.113014545064433,0.740882188219819,0.0183033426672496,0.984200953151215,0.0536647805439555,0.072912506993831,0.999434219973619,0.922976447679351,0.816308278013328,0.815620010362863,0.0505452671777768,0.347995904372521
"71",0.627622531621887,0.378100361760634,0.821367669405419,0.677039521056545,0.555584886497781,0.894555164851435,0.96803449823154,0.0888401301764351,0.838685861483921,0.423912782290348,0.573227900153623,0.990875095643609,0.741568596629012,0.0420122438565801
"72",0.773808173349019,0.487512828914675,0.749677063134269,1,0.813213775235816,0.83057597670871,0.342574443009363,0.468135262866282,0.777741313538968,0.940633367417018,0.557987630477953,0.499294235965674,0.952972771498105,0.549857573137711
"73",0.569545688506823,0.971180037075145,0.572805791150621,0.719094029002607,0.087648984196716,0.777169866060794,0.222045916640523,0.987324910902714,1,0.75488640057972,0.896248952229348,0.645277576221041,0.973718761529091,0.825832019944881
"74",0.559087358598706,0.754796959905505,0.68179828921712,0.631358103036451,0.0956562180445836,0.0515359204579577,0.825834802648443,0.782103470493663,0.918236729828772,0.700001419666162,0.632158329697915,0.295885215199647,0.0589154308950069,0.259801787949211
"75",0.753594382395048,0.80220165390136,0.808876228367574,0.888740477220992,0.820724509210645,0.372292909370308,0.543075620274725,0.0727422783757406,0.98014115169433,0.367376585759234,0.578474712328024,0.575237366058024,0.855945075605641,0.0261542078067515
"76",0.887285433544943,0.969497717921407,0.0559053580801523,0.136968329301443,0.26234888574277,0.277729102928041,0.557551134238782,0.0187623660135423,1,0.981275222632558,0.606205837440275,0.924331484595229,0.0512366351604766,0.421450836970494
"77",0.976809345533939,0.571583283488892,0.371101584440176,0.753180331560103,0.182450682036745,0.849181072344645,0.93044841614775,0.217077308596406,1,0.98203876717663,0.488742650051284,0.978586916770158,0.317089568185844,0.20714340278152
"78",0.0554532442881589,0.506810965995878,0.971861535825351,0.660124026256326,0.124986332292613,0.77336444521249,0.0140585605388122,0.651777044314608,0.774742525505326,0.913758101046028,0.935084513651538,0.393091371015071,0.569135143537946,0.0240934783673303
"79",0.697302600141292,0.729022849857892,0.557913999833619,0.884471583430232,0.465173451685299,0.395123875358492,0.882844324962469,0.041603569537355,0.999434219973619,0.293727396506811,0.83860110552643,0.990490887458453,0.73949100728765,0.474026135142674
"80",0.852388767388296,0.639630365792439,0.40748576254674,0.669040305539596,0.673871261844942,0.550749008140464,0.393641808410159,0.934355689638781,0.999434219973619,0.39247888882349,0.578077091948033,0.242623152044993,0.982830230593762,0.675676669871808
"81",0.120404866654977,0.650466643643868,0.559306591402117,0.548515780404455,0.27126756321595,0.882296218827245,0.00100528717083688,0.533442409856585,0.941814779767413,0.994528387008724,0.457727429603356,0.195380621244189,0.0670042809611026,0.00178737607969243
"82",0.811958080139194,0.58058343688624,0.978563420539078,0.980571882424044,0.530590853898168,0.342529613520168,0.729655508393661,0.695361198205073,0.781148927016399,0.635145372887301,0.535062768157945,0.587895677286815,0.818257201821374,0.601054731954297
"83",0.741578703303755,0.964330024142713,0.083921258658372,0.570718233517145,0.0536590675555099,0.814222757569674,0.0920124980466084,0.388879390987454,0.999434219973619,0.0836040771814477,0.688083063524713,0.613189207738594,0.464078065686813,0.918132010006753
"84",0.217483408263941,0.940980241281067,0.649054533221254,0.867498314094907,0.295606970368937,0.817223101850297,0.200999923411235,0.00520317457324759,1,0.374889663378643,0.993474859818929,0.550029946488289,0.486257475159318,0.487133521884925
"85",1,0.896449935375833,0.0215947779981659,0.154117788448807,0.131484286364847,0.237272478227197,0.896533136892526,0.396309435788594,0.897636712339329,0.91614485099067,0.711563596398426,0.602316441135055,0.992779026354463,0.302940593984508
"86",0.869928134516905,0.892672420781801,0.0290291231023438,0.386959754787464,0.312545897585215,0.23208934432226,0.747154491559314,0.927475063125836,0.999434219973619,0.761186698149888,0.729673315542685,0.825937177079474,0.822584798411899,0.214592399882084
"87",0.518618873586631,0.98915936209848,0.119455020761968,0.761040038885109,0.250158649849687,0.259746078506405,0.34382036799637,0.991919950763351,0.98014115169433,0.377299229129549,0.982872731845462,0.427433045339665,0.78085486256865,0.18192612375565
"88",0.771645781769994,0.911060240206654,0.456965229960281,1,0.406871519777626,0.817223101850297,0.150261622414904,0.197429201315847,0.227350475334484,0.595850893508617,0.899928192924388,0.8537587439047,0.586572441801637,0.0130216461307761
"89",0.954151158245716,0.999172328809253,0.248052942483763,0.544097894248337,0.0307552986534931,0.348995254716638,0.101173037983527,0.00124188642306174,0.921365297425915,0.728292752183299,0.819117602368772,0.0934028934977664,0.334700321071518,0.151875504396849
"90",0.0885846925028108,0.870381981442857,0.157085794684046,0.855730938361053,0.419859651629203,0.0177030119373426,0.386559114131806,0.100244071398721,0.814567405559678,3.06965758296866e-06,6.0870545845758e-06,7.59991104298028e-12,1.92172047466287e-08,3.35951724597696e-08
"91",0.81251515982217,0.956782613535233,0.107704886880205,0.381364388087499,0.121701902516065,0.945572863761647,0.471825400692929,0.030817544131192,0.999434219973619,0.86190345358729,0.855451044476534,0.741276330233771,0.0142084114330439,0.272536912355102
"92",0.62099377549388,0.925369617734724,0.124287822824236,0.436040292826153,0.166194850316245,0.841063893396112,0.964303308949972,0.00501183056592734,0.999434219973619,0.595850893508617,0.900766733550649,0.682021758232433,0.180525436511536,0.625477821882239
"93",0.522790695699288,0.925369617734724,0.0566745668638164,0.380389872468685,0.026863969248816,0.645087953652164,0.352140700148333,0.0622994548999924,0.774970175399608,0.476323155127762,0.904908448747828,0.800665885102452,0.00730140071624869,0.0773015867670119
"94",0.705035272333955,0.675457900153682,0.408003307894871,0.654920139088244,0.547210503203417,0.91088623884226,0.346125951904689,0.302919476636571,0.892495636432748,0.41466711879669,0.985918723727118,0.195195515729978,0.279782611369434,0.0294305106121485
"95",0.699000326813384,0.976346399626019,0.47318801247751,0.616028365842102,0.817824297782492,0.981792627666737,0.564230570761004,0.140061626173035,0.966458226498551,0.574602691631635,0.891490663099925,0.530957953652308,0.265673747018778,0.749869227821867
"96",0.104884412383618,0.882632440202141,0.267385698121173,0.711910909237214,0.969240142792798,0.825591758570988,0.238831176759029,0.718300403883025,0.997878920542309,0.96990448064936,0.664144907741035,0.62033888658205,0.364745892183876,0.0630305187683511
"97",0.24967246540662,0.372618030313207,0.532416928661247,0.983749476727722,0.395577791996167,0.201783484008808,0.00867839972825395,0.00265665248961778,0.999434219973619,0.946344570903142,0.726430944507453,0.00525921376116647,0.948484473506567,0.0123039414957944
"98",0.563199899096732,0.871507825113265,0.707375141823107,0.657065212210236,0.256230388942349,1,0.261385114130905,0.0130549434381494,0.981515171539699,0.93223733052133,0.785956925399531,0.0622216744090197,0.872492196248996,0.445357414217954
"99",0.671423518968702,0.658241343566128,0.068027615226264,0.796336486445967,0.101601537247941,0.935469991050553,0.0115872809907544,0.0678946102425079,0.631396986642611,0.0727702941418848,0.347010602966309,0.0333142837145864,0.142236149432394,0.0321835319951637
"100",0.954503119478234,0.720646492366105,0.0592535762097384,0.292330180561988,0.145687057481017,0.694845518915541,0.362088637236638,0.0151535586174689,0.945769978367279,0.83664397644533,0.730042764226211,0.0952526734995719,0.901187643406767,0.0710712273275377
"101",0.554546653934213,0.914632053850163,0.10686126661,0.293591742304645,0.0375516759586605,0.3542212113233,0.194476115565183,0.0840854484732945,0.999434219973619,0.933309861716653,0.949831051694478,0.806724635578483,0.322053589666723,0.804177677848926
"102",0.477009043525005,0.987430723799776,0.367490943080351,0.497382423256145,0.395615954093634,0.569933785383479,0.947248172085156,0.0585435345536232,0.98014115169433,0.772628461651021,0.980764707432211,0.266870392397846,0.956063792719685,0.533891175547074
"103",0.996759371368803,0.88015827478728,0.767862572026721,0.847115077675533,0.329585538757982,0.640239107916304,0.196302163128784,0.00124188642306174,0.918236729828772,0.729433164118218,0.666969697471998,0.163444162310678,0.20670561803555,0.860616133318353
"104",0.975851015768628,0.813151572388211,0.0698718501422228,0.267603568933633,0.0543344149208406,1,1,0.925306925306708,0.997752410141593,0.85874496770878,0.622650632064131,0.590059863315928,0.885824307944507,0.475309428219058
"105",0.548589969046227,0.918585655444573,0.324176356842608,0.973149213664095,0.33105588528365,0.628836482883018,0.522355410751102,0.460429174509718,0.999434219973619,0.964932655958151,0.446774445686954,0.69577947699001,0.249676494145847,0.177257604995879
"106",0.357109068479181,0.914231421251667,0.816235309660846,0.824383471599617,0.756813634258841,0.349771990800081,0.747597319561377,0.373193217425445,0.763760756405081,0.55082109020092,0.441770388206223,0.814286204761482,0.819850806658955,0.757006210044904
"107",0.998923313966846,0.76008736953568,0.333878564519772,0.83267545216669,0.171852368560843,0.853485744938576,0.705809139542912,0.0139395531872615,0.999434219973619,0.621155326419143,0.865772656437659,0.436369328250188,0.533297293662003,0.296527310507484
"108",0.592557609248169,0.813151572388211,0.451373436463082,0.761040038885109,0.709800179760846,0.341873628031727,0.599350844822628,0.767902964738487,0.608532307204335,0.743248366099565,0.896022177658891,0.777657872409178,0.28882333258688,0.156810520344756
"109",1,0.636631272253899,0.0657979463790385,0.496782492218615,0.0686274263834116,0.954388824742724,0.983362968400771,0.0779686090597273,1,0.326990694497181,0.524383134076987,0.0203422425294683,0.698811743202087,0.143139867429412
"110",0.270040075147282,0.640114278156133,0.364595705944584,0.840276129337474,0.159004609880775,0.273419010316983,0.00314094459098964,0.12444551126667,0.966010689588903,0.411469278147822,0.856613067982556,0.0898315954707743,0.526168596271391,0.0437331326104935
"111",0.556506229349821,0.838249940544473,0.865859200099186,0.771465409693461,0.397565653734395,0.224060727441463,0.310153580491361,0.00948539556034759,1,0.154884088976459,0.456848881450346,0.530105682240801,0.260533284819489,0.665509047244499
"112",0.628751958904324,0.925171001600224,0.777626127665009,0.817774149003077,0.602394560667421,0.517721560654446,0.937049306010232,0.36955189864286,0.5964887524406,0.959331443217308,0.860986423472911,0.964716470611855,0.568665718346148,0.294194416638499
"113",0.677428046755239,0.77631155134572,0.701237726264708,0.974428404244604,0.46137534211404,0.488366073837649,0.113252602234486,0.0155432150224861,0.999434219973619,0.539153557099765,0.351209268590686,0.00537890559466536,0.943553851383963,0.0530603180478886
"114",0.870451679624499,0.847238453402682,0.677130516229369,0.699690072380412,0.76248990225556,0.777169866060794,0.46909662865134,0.553296876664375,0.999434219973619,0.320014269935596,0.293408618818337,0.47087166736028,0.295239402695317,0.329958158958543
"115",0.953535046073502,0.964330024142713,0.258367244356117,0.520754629228673,0.403828677744266,0.895158177746637,0.895859868041088,0.0281094142880255,0.870665177497306,0.521425322924752,0.959562156414893,0.88179034244795,0.230987362033169,0.329936281647278
"116",0.435080430095748,0.863489535835303,0.621466228977847,0.901270753325621,0.36472998833332,0.698253983424487,0.393499186771813,0.00553609916110371,0.94329102363093,0.382352363254731,0.607862705792473,0.171665842156711,0.979549725790727,0.800438251311442
"117",0.954345558008972,0.880928602006936,0.139228834586439,0.637769530600999,0.414600152755575,0.480023636757013,0.506633621159737,0.0433816435793319,0.999434219973619,0.906917849018225,0.813186328495447,0.984755882214291,0.139423529831623,0.454745084451312
"118",0.788242918610217,0.996029509356285,0.133080470564257,0.469373088287869,0.0024187105141034,0.248038929365574,0.00458859107098993,0.031276069725129,0.98014115169433,0.837488353333241,0.612299527173951,0.155681636576913,0.923675683108801,0.070092986097985
"119",0.995740858252475,0.934901600920647,0.0214383312480267,0.324079091542375,0.0001701857561671,0.14026830994832,0.000269706540696062,0.793007438523442,0.999434219973619,0.387977909571195,0.693953660179848,0.632951814165032,0.776204652274215,0.257900580004903
