"","GRF.CxDf","GRF.CxOE","WTF.CxDf","WTF.CxOE","GRxWT.FC","GRxWT.FDf","GRxWT.FOE","GRM.CxDf","GRM.CxOE","WTM.CxDf","WTM.CxOE","GRxWT.MC","GRxWT.MDf","GRxWT.MOE","GR.FxM","WT.FxM"
"FBgn0000116",0.46149524031307,0.903566334561975,0.0281778455605337,0.246410448645515,0.0910863946941715,1,0.586226589555232,0.264929275939675,0.999434219973619,0.259278837107422,0.742101446948748,0.993451186674102,0.655789268767606,0.695068292323923,0.240318178425972,0.227646816200624
"FBgn0000117",0.869183898272058,0.916566225903538,0.130435804677012,0.293092649608314,0.0102382282317548,0.508252047180441,0.0432388012975064,0.000394283025085256,0.999434219973619,0.994010662860289,0.583744609652764,0.0208371485575693,0.185557305997706,0.0673868844720726,0.0115854284899986,0.000554622691266088
"FBgn0000119",0.459095629049529,0.940633551101719,0.572617591928539,0.527506256641057,0.0241499515653735,0.481792148082762,0.154636739021683,0.00107475576625289,0.976936456933041,0.1269343149182,0.612791598100866,0.849451811745666,0.287067784601547,0.66259044776834,0.670296692578201,0.011907552377399
"FBgn0000120",0.00487410618878473,0.678503343408201,0.273220761554074,0.40302527869197,0.00294032747190748,0.454885984374605,0.0892661373379028,0.790187334870346,1,0.86157204226224,0.739865336601427,0.465092887623745,0.471126888247383,0.134408940985579,0.05,0.05
"FBgn0000121",0.58131985007384,0.76596877981079,0.761769790690402,0.755758153738878,0.955259240907366,0.820837840757346,0.810782936627849,0.408580484772918,0.999434219973619,0.127400840833761,0.170187048718011,0.0372337329987055,0.368342141495808,0.607091985686999,0.05,0.05
"FBgn0000137",0.86426678665866,0.961999750612966,0.476763853045392,0.934028593866397,0.584166486626506,0.723528766781768,0.847199201464223,0.0704656073135535,0.81090393157042,0.442253473796428,0.839324097688975,0.946356366105399,0.559420135763053,0.503018267258274,0.05,0.05
"FBgn0000139",0.592557609248169,0.824721937603994,0.685881878541554,0.973149213664095,0.211421569455289,0.944497099095969,0.451183501166887,0.562049207098852,1,0.795659750981773,0.781837628240656,0.593614376092892,0.70619121626407,0.199191291715194,0.21256897171422,0.895401969643783
"FBgn0000140",0.996957115841711,0.885194439447271,0.441059366636375,0.72164766057296,0.0441738092768824,0.307744088297933,0.17982270465339,0.644722903432787,0.999434219973619,0.995867287923269,0.443674711383494,0.224777077475585,0.489661117056594,0.036577256416416,2.36234947069701e-06,0.000113025929757069
"FBgn0000146",0.717464214034008,0.868257327437914,0.349232934311869,0.891040237036569,0.608087025979453,0.435744247769529,0.721825956600355,0.668377042872366,1,0.124260563842919,0.407444825583042,0.508437133171761,0.0322769096838147,0.0444075284336923,0.05,0.05
"FBgn0000147",0.854627856221464,0.858360500369314,0.402056742644931,1,0.133940314884824,0.470062051284645,0.0181166782315605,0.237489716034335,1,0.941855420667002,0.607642743948263,0.415037663784157,0.0510090264541096,0.0861833469877705,5.83734999186182e-12,2.56001247140857e-11
"FBgn0000150",0.417535081410608,0.90729071896713,0.961263889293713,0.724713583507242,0.968598760081329,0.549373101844458,0.936393346125324,0.627077110699245,0.892522559696016,0.356424254144133,0.439137023197608,0.239384012385551,0.672161664271285,0.369131175916784,0.000773571214148027,0.0344439356420069
"FBgn0000152",0.358079648869667,0.767293696976975,0.385896744572163,0.817958865125907,0.956974750545165,0.956902921586887,0.747154491559314,0.912558506546708,0.820228452519522,0.883142010053026,0.884937187892459,0.813013947385602,0.954588740583069,0.71839078790145,0.000252358475645993,6.15003428719371e-05
"FBgn0000153",0.83274880132179,0.678503343408201,0.0579551785391187,0.327215686170858,0.0427249331231862,0.809298195157086,0.922995206992548,0.111398372880053,0.999434219973619,0.392198362017937,0.241258781045941,0.161763289722281,0.292548949645683,0.646075432204403,0.93070960409554,0.111856682835765
"FBgn0000157",0.592557609248169,0.812450561622242,0.332255403410467,1,0.480440736889861,0.839057555991904,0.827302472015946,0.0372765023879957,0.999434219973619,0.878612640128062,0.870495701957686,0.493301719135806,0.187657276006543,0.964621805134895,0.114699634427191,0.0638396106158745
"FBgn0000158",0.760883832713782,0.53019900222849,0.42368900640206,0.635965691561763,0.439817228046999,0.830216251114767,0.150261622414904,0.574447136748205,0.98014115169433,0.946589085655036,0.932876809401544,0.335767403724921,0.606799615678974,0.552945605699491,0.05,0.05
"FBgn0000163",0.734464953944883,0.443573574214265,0.202107367928003,0.870548094250153,0.087160284180731,0.962777509524379,0.832498974255277,0.0964682280412515,0.999434219973619,0.902514376763029,0.89614502159138,0.574909078715005,0.0288097515138415,0.944162134559616,0.967717366725254,0.00205570841897869
"FBgn0000166",0.847300475627626,0.531795040261681,0.838194413399866,0.980571882424044,0.9446294316306,0.95963814222564,0.252152766433876,0.0802021998392539,0.999434219973619,0.800178161475204,0.884789920891814,0.199579972174202,0.572414577654165,0.538929399230065,0.05,0.05
"FBgn0000173",0.0752323346265585,0.96652619679969,0.645124155394214,0.921277997460886,0.382958136847392,0.873331857519905,0.113092021920445,0.370186675808114,0.999434219973619,0.921408039210648,0.791753113450902,0.0177945841101685,0.174131805014575,0.0013988215551335,2.64857892942107e-05,4.76589618558247e-07
"FBgn0000179",0.272381047618147,0.693352971151037,0.391207067403388,0.739411211415684,0.885911633718308,1,0.0749043811995477,0.184252854549583,0.441753418005816,0.770819806316019,0.551963175523133,0.409197970397521,0.0193332026450565,0.0010297314049597,0.000105602543283733,1.36097011673988e-05
"FBgn0000180",0.803915707682151,0.737208644909895,0.0931367280441539,0.340111854783083,0.0336551800110497,0.584360211963281,0.0470827947415601,0.101737114565351,0.916466845436122,0.780361661227466,0.778668204924152,0.447473101925702,0.320426536215372,0.289706605024699,0.900322142150186,0.0204118055286902
"FBgn0000181",0.188553463396433,1,0.968414944942414,0.984059246613696,0.787850419694397,0.316896820346068,0.798961365853516,0.00242777162373933,1,0.626069491264737,0.703953469830231,0.241022416242273,0.329049024998164,0.69730200649381,0.0647574499649733,0.341495459997299
"FBgn0000183",0.797537361665003,0.869851781293891,0.152799570591752,0.377397896373333,0.713650377155442,0.517721560654446,0.772349857663999,0.0281094142880255,0.992791499659137,0.586329356782988,0.738708718882673,0.454253213118744,0.0575491764954575,0.570122843492772,0.00766530542784599,0.000111227971261915
"FBgn0000206",0.471538978937473,0.573657225809402,0.367133513717,0.863149195441229,0.284512088676405,0.566895006453541,0.844338550417417,0.673054998676867,0.98014115169433,0.893694108488239,0.925020297178635,0.858551195374804,0.746037313630233,0.93769433070966,0.05,0.05
"FBgn0000212",0.619576848446382,0.994891844124114,0.319452291711334,0.644745180334004,0.0731874253664668,0.236925859551746,0.187458084381489,0.000620380320966893,0.976975742720915,0.41715781034729,0.764695995169074,0.132494236142561,0.382192752333832,0.12351506040598,0.000464604805999853,4.08481245859667e-05
"FBgn0000216",0.593094711565951,0.995346365093158,0.50405167591071,0.555265578609359,0.211421569455289,0.954342870701716,0.69214118452637,0.190886674284197,0.999434219973619,0.974048624338284,0.896248952229348,0.560160511881581,0.614071446546207,0.963492408466,0.0593222082507652,0.548620447367127
"FBgn0000221",0.640077418301822,0.778484810440275,0.672123098672648,0.891859922860981,0.728310275682353,0.804058244933001,0.971860015267636,0.692765056853063,0.981515171539699,0.690416533515126,0.943861660495578,0.685128002258268,0.671289343367642,0.811864045741308,0.0810489399654278,0.518281332810853
"FBgn0000228",0.875558659538828,0.925369617734724,0.948504440584557,0.928294839262592,0.901206751233591,0.918053730899686,0.764893229514201,0.573975029392184,0.98014115169433,0.441357276627647,0.995636373008863,0.598232748274379,0.959351172602106,0.990865514972126,0.0101223811962165,0.00313944078142988
"FBgn0000229",0.69095276720911,0.967970741682104,0.308674709696401,0.774177498567983,0.126910475443989,0.975782931832843,0.272621898068068,0.145884164108716,0.999434219973619,0.894026897300155,0.980719400140254,0.462425201951391,0.842761038984819,0.587731226703111,0.929338530266397,0.155920744950179
"FBgn0000233",0.493243462165341,0.892739798335178,0.113014545064433,0.740882188219819,0.0183033426672496,0.984200953151215,0.0536647805439555,0.072912506993831,0.999434219973619,0.922976447679351,0.816308278013328,0.815620010362863,0.0505452671777768,0.347995904372521,0.51910267694659,0.00245057362216326
"FBgn0000239",0.627622531621887,0.378100361760634,0.821367669405419,0.677039521056545,0.555584886497781,0.894555164851435,0.96803449823154,0.0888401301764351,0.838685861483921,0.423912782290348,0.573227900153623,0.990875095643609,0.741568596629012,0.0420122438565801,0.0301676969612913,0.205761052266073
"FBgn0000241",0.773808173349019,0.487512828914675,0.749677063134269,1,0.813213775235816,0.83057597670871,0.342574443009363,0.468135262866282,0.777741313538968,0.940633367417018,0.557987630477953,0.499294235965674,0.952972771498105,0.549857573137711,0.872311930400739,0.563351177518523
"FBgn0000244",0.569545688506823,0.971180037075145,0.572805791150621,0.719094029002607,0.087648984196716,0.777169866060794,0.222045916640523,0.987324910902714,1,0.75488640057972,0.896248952229348,0.645277576221041,0.973718761529091,0.825832019944881,0.00340612790628397,0.241361738629947
"FBgn0000246",0.559087358598706,0.754796959905505,0.68179828921712,0.631358103036451,0.0956562180445836,0.0515359204579577,0.825834802648443,0.782103470493663,0.918236729828772,0.700001419666162,0.632158329697915,0.295885215199647,0.0589154308950069,0.259801787949211,0.05,0.05
"FBgn0000247",0.753594382395048,0.80220165390136,0.808876228367574,0.888740477220992,0.820724509210645,0.372292909370308,0.543075620274725,0.0727422783757406,0.98014115169433,0.367376585759234,0.578474712328024,0.575237366058024,0.855945075605641,0.0261542078067515,0.726140536055457,0.499723163969952
"FBgn0000250",0.887285433544943,0.969497717921407,0.0559053580801523,0.136968329301443,0.26234888574277,0.277729102928041,0.557551134238782,0.0187623660135423,1,0.981275222632558,0.606205837440275,0.924331484595229,0.0512366351604766,0.421450836970494,0.00497915573566011,7.35937717330763e-05
"FBgn0000251",0.976809345533939,0.571583283488892,0.371101584440176,0.753180331560103,0.182450682036745,0.849181072344645,0.93044841614775,0.217077308596406,1,0.98203876717663,0.488742650051284,0.978586916770158,0.317089568185844,0.20714340278152,0.0125932208326304,6.93823602491005e-05
"FBgn0000253",0.0554532442881589,0.506810965995878,0.971861535825351,0.660124026256326,0.124986332292613,0.77336444521249,0.0140585605388122,0.651777044314608,0.774742525505326,0.913758101046028,0.935084513651538,0.393091371015071,0.569135143537946,0.0240934783673303,0.0015971755490231,0.0327119220775774
"FBgn0000256",0.697302600141292,0.729022849857892,0.557913999833619,0.884471583430232,0.465173451685299,0.395123875358492,0.882844324962469,0.041603569537355,0.999434219973619,0.293727396506811,0.83860110552643,0.990490887458453,0.73949100728765,0.474026135142674,1.93714497448487e-08,1.59486511897607e-09
"FBgn0000257",0.852388767388296,0.639630365792439,0.40748576254674,0.669040305539596,0.673871261844942,0.550749008140464,0.393641808410159,0.934355689638781,0.999434219973619,0.39247888882349,0.578077091948033,0.242623152044993,0.982830230593762,0.675676669871808,0.543425138149742,0.184178419211822
"FBgn0000259",0.120404866654977,0.650466643643868,0.559306591402117,0.548515780404455,0.27126756321595,0.882296218827245,0.00100528717083688,0.533442409856585,0.941814779767413,0.994528387008724,0.457727429603356,0.195380621244189,0.0670042809611026,0.00178737607969243,0.00473170791760508,0.00606641858807605
"FBgn0000261",0.811958080139194,0.58058343688624,0.978563420539078,0.980571882424044,0.530590853898168,0.342529613520168,0.729655508393661,0.695361198205073,0.781148927016399,0.635145372887301,0.535062768157945,0.587895677286815,0.818257201821374,0.601054731954297,0.00156881287862222,0.00326611057968731
"FBgn0000273",0.741578703303755,0.964330024142713,0.083921258658372,0.570718233517145,0.0536590675555099,0.814222757569674,0.0920124980466084,0.388879390987454,0.999434219973619,0.0836040771814477,0.688083063524713,0.613189207738594,0.464078065686813,0.918132010006753,0.00369119969735517,0.390609030600255
"FBgn0000274",0.217483408263941,0.940980241281067,0.649054533221254,0.867498314094907,0.295606970368937,0.817223101850297,0.200999923411235,0.00520317457324759,1,0.374889663378643,0.993474859818929,0.550029946488289,0.486257475159318,0.487133521884925,0.05,0.05
"FBgn0000276",1,0.896449935375833,0.0215947779981659,0.154117788448807,0.131484286364847,0.237272478227197,0.896533136892526,0.396309435788594,0.897636712339329,0.91614485099067,0.711563596398426,0.602316441135055,0.992779026354463,0.302940593984508,0.385981682459741,0.00050160525260372
"FBgn0000277",0.869928134516905,0.892672420781801,0.0290291231023438,0.386959754787464,0.312545897585215,0.23208934432226,0.747154491559314,0.927475063125836,0.999434219973619,0.761186698149888,0.729673315542685,0.825937177079474,0.822584798411899,0.214592399882084,0.05,0.05
"FBgn0000278",0.518618873586631,0.98915936209848,0.119455020761968,0.761040038885109,0.250158649849687,0.259746078506405,0.34382036799637,0.991919950763351,0.98014115169433,0.377299229129549,0.982872731845462,0.427433045339665,0.78085486256865,0.18192612375565,0.05,0.05
"FBgn0000279",0.771645781769994,0.911060240206654,0.456965229960281,1,0.406871519777626,0.817223101850297,0.150261622414904,0.197429201315847,0.227350475334484,0.595850893508617,0.899928192924388,0.8537587439047,0.586572441801637,0.0130216461307761,0.560848394157419,0.712584070373844
"FBgn0000283",0.954151158245716,0.999172328809253,0.248052942483763,0.544097894248337,0.0307552986534931,0.348995254716638,0.101173037983527,0.00124188642306174,0.921365297425915,0.728292752183299,0.819117602368772,0.0934028934977664,0.334700321071518,0.151875504396849,0.0956622646603435,0.00477524381393376
"FBgn0000286",0.0885846925028108,0.870381981442857,0.157085794684046,0.855730938361053,0.419859651629203,0.0177030119373426,0.386559114131806,0.100244071398721,0.814567405559678,3.06965758296866e-06,6.0870545845758e-06,7.59991104298028e-12,1.92172047466287e-08,3.35951724597696e-08,0.00462178957043483,4.27280679662081e-12
"FBgn0000287",0.81251515982217,0.956782613535233,0.107704886880205,0.381364388087499,0.121701902516065,0.945572863761647,0.471825400692929,0.030817544131192,0.999434219973619,0.86190345358729,0.855451044476534,0.741276330233771,0.0142084114330439,0.272536912355102,0.551332622432508,0.043199488228654
"FBgn0000289",0.62099377549388,0.925369617734724,0.124287822824236,0.436040292826153,0.166194850316245,0.841063893396112,0.964303308949972,0.00501183056592734,0.999434219973619,0.595850893508617,0.900766733550649,0.682021758232433,0.180525436511536,0.625477821882239,0.139835550507043,0.00413750689829235
"FBgn0000299",0.522790695699288,0.925369617734724,0.0566745668638164,0.380389872468685,0.026863969248816,0.645087953652164,0.352140700148333,0.0622994548999924,0.774970175399608,0.476323155127762,0.904908448747828,0.800665885102452,0.00730140071624869,0.0773015867670119,0.00550299242988068,0.472767965176982
"FBgn0000303",0.705035272333955,0.675457900153682,0.408003307894871,0.654920139088244,0.547210503203417,0.91088623884226,0.346125951904689,0.302919476636571,0.892495636432748,0.41466711879669,0.985918723727118,0.195195515729978,0.279782611369434,0.0294305106121485,0.97113258143709,0.630324408267553
"FBgn0000307",0.699000326813384,0.976346399626019,0.47318801247751,0.616028365842102,0.817824297782492,0.981792627666737,0.564230570761004,0.140061626173035,0.966458226498551,0.574602691631635,0.891490663099925,0.530957953652308,0.265673747018778,0.749869227821867,0.0221586489409485,0.000914554343264625
"FBgn0000308",0.104884412383618,0.882632440202141,0.267385698121173,0.711910909237214,0.969240142792798,0.825591758570988,0.238831176759029,0.718300403883025,0.997878920542309,0.96990448064936,0.664144907741035,0.62033888658205,0.364745892183876,0.0630305187683511,1.09915246927067e-05,2.42559151130362e-06
"FBgn0000316",0.24967246540662,0.372618030313207,0.532416928661247,0.983749476727722,0.395577791996167,0.201783484008808,0.00867839972825395,0.00265665248961778,0.999434219973619,0.946344570903142,0.726430944507453,0.00525921376116647,0.948484473506567,0.0123039414957944,2.62292703192006e-06,0.000773371099751004
"FBgn0000317",0.563199899096732,0.871507825113265,0.707375141823107,0.657065212210236,0.256230388942349,1,0.261385114130905,0.0130549434381494,0.981515171539699,0.93223733052133,0.785956925399531,0.0622216744090197,0.872492196248996,0.445357414217954,0.0220675464851388,0.0631933956552276
