"","GR.F","GR.M","TktDfGR.F","TktDfGR.M","TktDfWT.F","TktDfWT.M","TktOEGR.F","TktOEGR.M","TktOEWT.F","TktOEWT.M","WT.F","WT.M"
"FBgn0032054",11.5815920876422,18.9080266143367,11.1480076887693,16.8609091623508,11.2780231415371,18.0264040092738,10.3290721179121,17.9679451763001,11.7584210772751,19.5399464980274,11.9590501979687,19.8141249092846
"FBgn0032055",0.110087885917085,0.476452598874107,0.118630564545356,0.198914218149596,0.0685281974566385,0.455686034384948,0.169819267431465,0.251800506299206,0.0823767201981566,0.269285270430712,0.0917440311880544,0.489480539938387
"FBgn0032059",29.7751665502139,21.0711225535753,28.2042800849003,25.0290326153831,27.3530201050389,27.4240648639088,27.1693636085147,24.2528976676746,27.8057677180706,27.1623155141404,26.1996730984885,23.6506443213016
"FBgn0032061",2.06049034015149,145.918362842338,0.647144553398509,91.4056071159492,1.33824748002929,109.650811351148,1.99250328643859,142.686654936269,2.61255394055109,125.8533103711,2.32479894789996,123.907947334678
"FBgn0032065",0.367257807274927,12.7373985970135,0.0437076096869315,7.68732974940694,0.137410509390522,8.26294671122792,0.168762293764396,11.8560533994588,0.144451885028276,9.82148239748476,0.211910520463113,11.4633681329804
"FBgn0032066",0.330263657751254,1.64864340118445,1.57573420596356,0.318873819299285,1.9848389249018,2.08525425715241,0.233027466913542,0.643525084354946,0.210796703721173,0.689445557020264,0,0.483490202505122
"FBgn0032068",1.10400982845961,2.71565115021815,28.1775503328105,3.3672008779906,22.3897683976783,16.2866549500541,0.93329783227813,1.66174961247201,16.306968648164,8.49933594760072,0.824771043988628,7.09857567189067
"FBgn0032069",6.89106908130872,16.2892329792659,61.5921161504113,4.65418052369649,52.4802832045361,33.4927952219036,2.42606920524608,4.49110311220493,50.3885867488647,28.2246479638309,3.57246579611095,20.2515909941987
"FBgn0032074",3.52773244394333,2.36938080113345,3.63144194665176,2.15348940474518,2.25895171472835,2.53170911842151,2.01608563714538,1.65659167590296,3.32888386627236,2.63535584940926,2.93442114296195,1.927541080232
"FBgn0032075",172.676359133985,104.492450119804,160.802892477398,82.3931463671527,127.452886178462,107.16588237236,76.9332199561382,61.7299241101951,146.718902017597,115.105195084898,114.850662189982,93.9882559170036
"FBgn0032076",100.803395991559,70.570834318928,146.935059146311,80.2380514973049,143.838285619598,119.643340584942,101.365008798816,71.6030039863268,109.780701415835,93.2445303851112,73.2386000677579,68.8514635342728
"FBgn0032077",1.94995517290744,4.72957863634237,2.15939159806797,3.48394372881543,2.40309039918652,3.45560916168108,2.37198079589694,4.2282165391997,1.91838086490593,3.83144990566652,1.4013445974443,3.76478012212859
"FBgn0032078",23.043256100174,18.3445826136703,30.3864721574161,25.1459478759156,25.4186495392542,20.7058664884389,21.6933899437311,17.1372777798174,27.0672485672713,21.0809090402488,27.2282874123383,22.9989485036243
"FBgn0032079",10.9322468053138,8.97480095335905,7.23193108510165,7.539324648217,7.91058037527618,6.62486178358607,9.50143552869377,7.7974659662302,8.98802019207835,6.01962436323214,9.21413115595799,5.56571946969187
"FBgn0032082",0.036994149523672,0.103287076005804,0.421547817681718,0.215219597113704,0,0.13254744447591,0.216319968048658,0.5639987943498,0.0831582673779543,0.133526897378558,0.090818794484191,0.145219642258637
"FBgn0032083",0.184523466291394,1.46944209469141,0.402547805671956,1.57136174565167,0.136702280436032,1.84778278448633,0.237255361581817,1.99832473752827,0.252874519894825,1.28140711792572,0.244959162069433,1.1189598623099
"FBgn0032084",2.35778538032176,2.08743052445689,2.99994381699826,2.87968874235688,5.48367225444006,3.687043096754,2.23195473021779,3.6797662665086,3.47309289992867,2.98925497330719,3.93620359239964,3.51215927454343
"FBgn0032085",1.47216219838846,1.38674436948658,4.71492369956108,1.72175677690963,1.51293206120471,2.49418376332576,0.783963083403572,1.55796329231642,1.16460469483757,1.62480717052176,2.78814528735955,2.29676738316734
"FBgn0032087",78.4029628339067,42.0980937313406,71.0609364322806,20.9143603243283,56.9943975186371,40.2433285320358,19.7565309902221,18.2435451014291,54.5615688327797,57.8523450439305,32.0595228971066,27.4471264522806
"FBgn0032088",8.23033204610486,4.66968720994979,13.620532309405,5.37860148348895,6.00666365453457,7.87638202321714,4.3954985274814,3.69202103391227,7.40943739425732,7.30965001041815,3.04949883036576,4.74080243337053
"FBgn0032090",0.221070334488101,12.9511916732786,0.0244321277832648,8.04142139544261,0,7.87861115624883,0.116050742101683,13.0828861570583,0.118767888323673,11.401353614841,0.0307355498466621,10.0403587349007
"FBgn0032094",0.146634754113791,5.76138960475373,0.126764883548311,3.54101667022174,0,4.62745931474145,0.095246339525418,5.59286978388048,0.0383161804489007,3.81325787605098,0.0922066495399865,3.90200430528793
"FBgn0032095",0.477345693192011,0.540219304834253,0.363967671090222,0.310232070574189,0.376019799818401,0.248608445875856,0.284682044909185,0.823878891310161,0.479487307331706,0.479758939312504,0.152752512529447,0.414992992408784
"FBgn0032100",1.4703730730806,1.76170435271154,1.96062162977599,2.27375796168514,1.94898131102588,1.467976629074,2.11114308360833,2.09671929668923,1.68580790037914,1.55990165561636,1.64306543105021,1.37440864474272
"FBgn0032101",31.4692936457445,33.4351191413782,30.5106928605188,33.1560574778589,31.0397323030848,34.693169355784,31.794990881569,36.5288299792571,35.1681368272202,32.3073051257353,31.2740172719186,32.8305190290601
"FBgn0032104",0.0735410177203784,6.14503553090778,0,4.63018682430179,0.068174082979394,5.70101121021807,0.0724589805719089,7.23238349614509,0.0249024495248056,7.10935128929647,0.0917440311880544,6.32603870546175
"FBgn0032105",18.0054727456647,21.962994429192,15.7419616027727,26.4727464394544,19.6299644837931,25.966994265689,16.809533277215,22.2851808557305,22.7081011268288,26.3026917366299,26.5345258183383,27.3252663618391
"FBgn0032109",0.44124610632227,26.3693848125408,0.0903928924972195,15.7292461898566,0.136702280436032,17.8968010610016,0.146900917521062,24.1667149458586,0.159428710311967,21.6558405652133,0.2743068568603,22.0194531858137
"FBgn0032110",0.0735410177203784,24.8430657225713,0.093370565620576,14.10922405988,0.0685281974566385,11.8419364799866,0.143860987476749,24.6856199212491,0.064000177153504,19.6618292226961,0.183025444024178,15.7538776316846
"FBgn0032111",0.258064484011773,23.6068499963921,0.104511728521288,13.9499049664059,0.205938706847159,14.1387127563271,0.264934615999989,26.4596500533292,0.264782867711544,17.2608927609138,0.214223612222771,17.9641400183605
"FBgn0032115",0.147082035440757,17.9463867605197,0.087415219373863,12.8448997881772,0.308553945793495,17.995266820154,0.37794542805736,15.8638634424578,0.182768065477177,18.1771865169124,0.335777956553624,18.5158315628884
"FBgn0032116",5.6265587775994,2.80269065673458,6.48035376696016,3.89449048605239,6.17143303034715,4.25752869762463,4.61834018458301,2.91470720697584,7.1264474731704,5.54068532588634,5.00408332504998,4.1475265666473
"FBgn0032117",7.46463693928189,64.3801762372359,8.24115896749775,43.6298050495107,6.75339153701271,49.7324117038876,6.88190680320387,65.0379160732292,6.98465279866881,60.399084795354,6.0361387059824,58.3150070870692
"FBgn0032120",49.3728597699918,40.3435260715648,47.4847444024748,42.1864912511443,47.4488715064159,45.1790518083225,46.4076536393877,42.6150274189319,44.759225906044,42.318818927065,50.4004646227346,37.0817017806961
"FBgn0032122",0.808503913597197,0.242396454116907,0.314333885930979,0.366662410208362,0.170789321925729,0.196508215142348,0.314606237618389,0.1467924453861,0.170135881732879,0.113160251750646,0.121554344330853,0.090665325583693
"FBgn0032123",101.409168105073,107.47603954084,122.253899035456,118.554883792731,78.8549704667592,98.3024649663274,105.370191395712,104.28097187205,80.2028171271153,98.7835383875686,64.248002032175,89.5357024619403
"FBgn0032124",13.0537542860306,9.25410648280124,12.0621547038723,7.95851120207143,10.8246222823309,8.95609511979725,8.28461899279444,6.49392724308416,12.2171414951336,10.2871551420355,12.8577830371528,7.74846118234237
"FBgn0032129",7.38796495227276,5.01501747619028,7.28659336157839,5.67977839520963,7.953520278697,6.33438671778658,7.79406477156231,5.07993565797051,5.98784298811211,4.66490640658173,5.94763300325786,4.33803264832801
"FBgn0032130",9.79437379661931,11.7543666592853,11.624070467596,13.6075122911271,9.01163502278658,11.8196121687449,11.5661104092979,13.4612885966463,8.13289799579451,10.7261389552165,9.16468813341487,10.0109768959536
"FBgn0032131",0.551781273566321,10.4616160932808,1.35037229790178,7.92274063850542,1.09892996064693,10.1556569891685,0.255814825867051,10.8868694098386,1.04577909526168,11.0180801403505,0.734877486208302,12.0196856615498
"FBgn0032132",1.13653116471363,1.31055141045795,3.63986943485853,3.64756035608209,2.02140476773221,2.85541197703616,2.21350163355347,1.52585212870987,2.75385260327776,1.68633704208615,4.45917055814483,2.38017177873328
"FBgn0032135",13.0903011542274,38.5926113719318,14.2705770336083,35.955863907334,11.8212911185087,40.0971250864936,11.0574302878895,45.7684773511778,12.6334475151051,47.0925222623277,14.8222852558468,39.4042395067543
"FBgn0032136",62.6462123459153,28.4675527372585,88.4275932262367,48.1049380596355,57.5712922787272,45.736048556809,59.0580054261247,33.0060500679121,27.4163668660305,30.2947853960855,25.9299924251476,34.710047591222
"FBgn0032138",224.954369424079,171.880144625469,222.520739757173,182.077048728422,197.068589880801,147.975590671111,229.635630366928,169.650971331249,198.389322230861,147.050300286992,176.219008957507,148.451252484217
"FBgn0032139",11.1810485820738,7.42802925390709,6.47946609281004,5.1611882276955,11.0902363247036,4.90629081206822,12.8040352638905,5.54709121774583,19.5643349351845,8.11975153058777,26.4726492414066,8.51422308631945
"FBgn0032140",40.7573786635335,30.4031301994734,37.3582101794912,24.9928255271436,30.5792491543337,22.9838982164394,35.7476624914062,25.0049581809081,41.3684460504106,25.7406091466661,49.8633592266987,30.3035886528527
"FBgn0032143",2.83110554157108,1.44332560370721,2.68275895104622,1.43380146119765,1.70860144821178,0.867162374694489,3.81568664593731,2.36761137284391,2.17005420840495,0.605447242002866,4.79772422481004,1.53212416044546
"FBgn0032144",76.7422516372843,93.3387111867246,105.172026725001,54.8006510427912,100.324374651996,186.64681499898,42.10464276706,59.4285049707075,90.8229244318387,176.388975891524,62.5516470342607,72.6466470368223
"FBgn0032147",12.9102505012056,9.92184277955789,11.9782964089443,7.32478244386296,15.0463657726977,11.1055626180725,11.9977668511578,8.67501769790493,10.6016354983229,9.78637125002902,13.1711525741946,9.36821383548259
"FBgn0032149",7.54086164496406,8.48644610598524,6.71234010561387,8.1382691914094,6.8190868186514,8.14036887241696,7.29879850191606,8.43500431015821,7.82051713267422,8.01599592553088,8.68376229658189,10.2458626232215
"FBgn0032150",5.73530481953559,6.78066401349738,4.62790063317873,5.55434882250068,4.4511458043863,5.154346523927,4.62909881431616,5.77477491542218,4.3697578606657,5.0511815156533,4.54351269570197,4.74054815434034
"FBgn0032151",50.0047610805685,42.0931732425699,43.4457317844588,44.2599267922276,40.7362951859605,28.697406128219,64.5113366874938,54.7032537994168,41.7313015813432,28.352536121243,40.8876534347696,34.6907849711546
"FBgn0032153",0.699757871661008,1.0502103527744,0.65825654552482,1.17740912157719,1.02792296184957,0.871788277837522,0.859461994019793,1.16953225780056,1.05618205997102,1.09431862151947,1.12796297728786,1.12007424011831
"FBgn0032154",5.58822278409482,5.32860259434918,5.48575501813705,6.7248964439041,5.55184633741945,5.69723177788895,6.46997355749551,4.3008849793012,6.05123839592984,5.87696101678093,4.66044085651351,5.50370327954284
"FBgn0032156",92.9813414341953,78.0827266315715,106.709765387649,88.3557750461469,103.074015389935,96.6595146591863,100.358714959514,74.5354481138838,91.1114199957441,86.0259460495917,76.6039842655443,84.9970057725802
"FBgn0032157",17.3151077818699,20.8006596680567,19.0359188243117,25.1937639885939,19.2855529241236,26.6846622963228,18.0767823665598,20.1684829887626,21.6531545650108,25.5416460955246,24.3726569867103,24.058943092275
"FBgn0032160",33.954610883735,22.3821786173416,42.6171181875505,30.6970734260086,43.557991173909,38.6121695254871,35.5614715770316,24.2081334325442,46.7024386302051,31.2926675042606,44.6660728538821,32.1399160859663
"FBgn0032161",7.72270142329366,6.51391207623895,9.8427960088765,7.72277863851913,8.53937404461225,8.74072689635566,5.81223797999363,6.06209177921765,6.80847199501138,6.49599960886115,9.91040858033677,8.56553415939237
"FBgn0032162",11.2495393045831,9.01951339159397,13.9156605264456,10.9162461062927,15.5040160056307,14.0191478624315,10.701019820744,8.9113972238417,14.8074942042436,11.2880237178473,10.5452149050222,12.0158168970843
"FBgn0032163",0.0365468681967065,3.34439224087012,0.151197011331576,2.50456880190812,0.0340870414896971,1.75416079486775,0.166779337387152,2.92170312190169,0.108842264082558,1.76122291689945,0.121554344330853,2.2160965093331
"FBgn0032166",8.12829522407316,8.68915260874213,7.52910011033171,10.1921397144868,10.5224423971278,11.3045681974595,7.96781667297867,8.76912542997354,9.81085974670588,11.0459832563534,10.0962097344726,10.0208807265326
"FBgn0032167",3.64050401782221,3.23575523630831,5.9989593176075,3.60584123607747,3.35717344642079,4.03144999976215,3.80165072758204,2.78152417826773,3.33092430110019,2.93580709360194,3.60412658266147,3.50806505055809
"FBgn0032168",6.58214472663735,5.76730346133317,7.44094453213953,8.01193116356497,8.12289314271374,7.77916283315304,7.59122347927176,6.40383536456888,8.41328949170793,7.62734370441116,8.90770089419523,6.57390004472382
"FBgn0032169",12.8250801689842,12.360846027888,11.1551959920734,12.7711758502969,12.4391072390502,11.5424546342259,14.4731302824756,12.8117555136974,13.6021096208259,11.5191455294415,12.6414490717896,11.6963529318523
